日期,月份,现金费_元,计划购电量_kWh,最终合同量_kWh,调整量_kWh,应急购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,弃光量_kWh,日末储电量_kWh
2025-03-27,2025-03,42543.13591345408,67659.31271653192,65291.87860578569,-2367.4341107462124,489.85175452157773,20992.917459238903,17004.26314198351,2384.6499750256176,691.4366680262748,10800.0
2025-03-28,2025-03,17043.875611755426,32412.328668551225,32425.377425163133,13.04875661190723,174.00698108440662,19919.77184007336,16135.015190459417,2134.244108721823,15858.502881245102,10800.0
2025-03-29,2025-03,17078.73406602665,30995.089038551356,31537.142124228747,542.0530856773897,209.07129842567957,20411.207393446726,16533.07798869185,1269.2153125963964,18891.659521969825,10800.0
2025-03-30,2025-03,41719.097819240924,66789.86862125814,61664.51892096671,-5125.349700291439,606.8005449099612,20519.694876739737,16620.95285015919,2322.1052446819704,704.8524946141542,10800.0
2025-03-31,2025-03,44566.19155266141,57588.397400110305,63325.260559807844,5736.863159697533,485.4533827030651,15055.369706135363,12194.849461969645,2404.893312226325,1593.9109027855336,10800.0
2025-04-01,2025-04,43596.46311189078,71154.25316886764,68683.66522773908,-2470.587941128564,414.7572168671386,20501.994012063773,16606.615149771656,2813.9843869093156,2180.2076787381184,10800.0
2025-04-02,2025-04,44236.33629313193,67263.09852632611,68376.9236000711,1113.8250737449775,415.0250507873052,19544.447828403405,15831.002741006754,2649.555251953033,1993.6129115087208,10800.0
2025-04-03,2025-04,41214.23558493107,68300.30043458662,64644.81380146031,-3655.486633126314,254.42605567193547,21432.753118492314,17360.530025978773,2979.4251574888126,1984.0613404632325,10800.0
2025-04-04,2025-04,17039.88795175769,30328.9385102395,30481.037754248788,152.09924400928836,409.9458309067419,20507.75686964592,16611.283064413205,1681.1258045723264,18882.581725350487,10800.0
2025-04-05,2025-04,16814.608669173118,30087.653142280484,30408.885037975804,321.2318956953199,353.28830271160626,20778.386518908617,16830.493080315988,1356.1180303391827,13414.046888422263,10800.0
2025-04-06,2025-04,40773.11473190799,64865.17273258974,63365.646345022615,-1499.5263875671171,240.9861997922209,20667.781085102793,16740.902678933264,2952.3136484455677,2317.3642235330717,10800.0
2025-04-07,2025-04,40070.338482631894,56294.03142281054,59882.17812159866,3588.1466987881267,409.3328275904487,17161.100236437072,13900.491191514036,2131.772762026679,1656.4098589060668,10800.0
2025-04-08,2025-04,41554.30746748458,65967.66484430768,62907.277133421536,-3060.3877108861398,512.1463947541004,20816.103428301292,16861.043776924053,3018.9981053799133,2092.172154751817,10800.0
2025-04-09,2025-04,43671.96828519663,64207.14553773549,66993.63808864256,2786.49255090707,246.68470912979916,17829.719636528156,14442.072905587804,2992.702339651697,1725.6627105136417,10800.0
2025-04-10,2025-04,42753.59593477191,62448.459467462555,62623.87163250835,175.41216504581507,455.28971210983786,17237.21110207409,13962.14099268001,2962.988456348503,2380.4648788756267,10800.0
2025-04-11,2025-04,17632.667512835775,28956.93337590667,29128.46329643048,171.5299205238075,731.7851552157779,20839.128228757138,16879.693865293288,1349.0605864743516,19235.103335041385,10800.0
2025-04-12,2025-04,16002.65024869498,30638.1943809362,30182.54733758801,-455.64704334818873,197.7579583609567,20120.555442692035,16297.649908580548,1745.7833588111034,15786.455853026373,10800.0
2025-04-13,2025-04,39559.35596095941,59399.41906578472,61180.67732646199,1781.2582606772798,345.2820310570679,19237.242636802657,15582.166535810155,2583.7653475733823,1010.7594256198493,10800.0
2025-04-14,2025-04,40239.48967404341,62990.80973471263,58184.45850570336,-4806.351229009276,775.5425856593888,19657.974630170185,15922.959450437851,1634.519276699587,1062.4348349308293,10800.0
2025-04-15,2025-04,39333.47270194391,54843.26545354254,58853.18827189019,4009.922818347657,376.88094692653584,17375.97033624796,14074.535972360853,2706.4258065655504,3082.7802150307302,10800.0
2025-04-16,2025-04,41117.63463973341,61133.298765530475,62681.898101644205,1548.5993361137394,532.9133666066062,18176.92637536139,14723.310364042729,2783.52435191013,1198.0791550220295,10800.0
2025-04-17,2025-04,41569.8989969652,55598.91025190131,60801.58505311097,5202.674801209662,232.2926977216531,16052.332997273199,13002.389727791287,2731.5126460221427,2384.0794853285706,10800.0
2025-04-18,2025-04,16210.545233501383,29517.98161186762,29651.99980772238,134.01819585475948,367.8100981010813,20559.982050176834,16653.585460643237,2038.4347987453946,17720.86133421114,10800.0
2025-04-19,2025-04,16657.5074976794,28629.491455465377,29340.910957484422,711.419502019045,447.9275223822864,20447.050563736564,16562.110956626613,1955.7785587372275,17163.44106401953,10800.0
2025-04-20,2025-04,39961.65108994483,56116.02391990745,59417.42272372182,3301.3988038143752,549.4175053740366,17670.17175493732,14312.839121499232,3155.5771101096,1496.185602214845,10800.0
2025-04-21,2025-04,38554.87564431321,60279.2167655402,56172.78424274417,-4106.432522796039,870.5338112968868,18003.11728248577,14582.524998813475,2005.7101895670219,3100.105197468405,10800.0
2025-04-22,2025-04,40442.38244009929,54540.28997567651,58978.3805439861,4438.090568309603,580.4293088616519,15978.854684604064,12942.872294529296,2399.0572753697743,1970.8408707365538,10800.0
2025-04-23,2025-04,41421.561469032924,53181.2926933407,58859.15326288175,5677.860569541044,536.0349769466287,16028.481775217097,12983.070237925851,2836.426939162504,2113.4330467079626,10800.0
2025-04-24,2025-04,36979.11116525865,53967.94701216452,55835.6229863806,1867.6759742160857,376.2684282510347,19057.127616966707,15436.273369743034,3035.4161548413235,2465.5143125666464,10800.0
2025-04-25,2025-04,14685.380606645474,28354.97168657711,27859.186675143777,-495.78501143333307,268.1212126300562,20611.94028169141,16695.671628170043,1219.3375137205076,20991.34407053196,10800.0
2025-04-26,2025-04,16068.723705421424,28275.56530746479,28481.198807481418,205.63350001662914,461.5583088668127,20559.125803126095,16652.891900532137,1335.5548386514247,23630.774741769517,10800.0
2025-04-27,2025-04,40280.90399765114,52834.01879521801,57259.62717576056,4425.608380542545,655.2050473528514,18274.58169117442,14802.411169851279,2036.756765604892,3832.4337528520437,10800.0
2025-04-28,2025-04,42577.00176875407,64365.753159712986,65627.17104806326,1261.4178883502727,312.3574615025093,17127.974637915675,13873.659456711699,4390.42186772821,1672.8241439669189,10800.0
2025-04-29,2025-04,36788.06630419809,54172.040264109666,56158.36074071545,1986.3204766057838,291.437346854203,19206.908563994053,15557.595936835181,2820.385298763335,2546.8864449807834,10800.0
2025-04-30,2025-04,36498.84384650098,52283.29815008504,54753.3116903369,2470.0135402518654,371.2332099755547,19024.09362895777,15409.515839455798,2128.2257889549655,1124.8868885221896,10800.0
2025-05-01,2025-05,45750.7647380204,54207.37801627245,56690.68766498413,2483.3096487116754,1653.4908490595533,20031.171373765672,16650.261237319715,1682.8297547488621,2269.059822848866,10327.76397270053
2025-05-02,2025-05,22765.21457583803,30329.386052209615,30104.99300101914,-224.39305119047498,1426.2985301394363,20536.41855682767,16451.647158282703,543.8977482216337,12612.302301058642,10530.932720197983
2025-05-03,2025-05,23258.861310607885,29381.975875327418,29451.920862223626,69.94498689621145,1645.004654384177,20535.465971153368,16475.649724031395,718.7156518081263,17451.221967677706,10706.574623090015
2025-05-04,2025-05,45988.18354248941,58094.4302068973,54703.279502385994,-3391.1507045113067,2416.0233397552875,17677.415744753554,14481.138375459912,804.0975712963094,1384.260568217997,10526.095042857203
2025-05-05,2025-05,44894.03404119752,60241.845828149075,60590.94097354972,349.0951454006439,1450.8974669085424,19979.165204708486,16164.616213624238,1624.7747684693372,1526.507880904678,10546.659045290135
2025-05-06,2025-05,48281.504703009494,52652.483639328144,57180.98335687346,4528.499717545316,2142.5040091116025,18061.312891972233,14802.096299324287,1138.4380464886121,2055.750360181837,10355.066982149268
2025-05-07,2025-05,48836.20497189385,55908.4333394039,60137.3792264318,4228.945887027903,1750.3505024663516,17090.71151440215,13713.690725958611,1505.555206684417,1937.3077837702003,10499.273205157198
2025-05-08,2025-05,43380.472352891506,64862.951955601035,64020.62892511634,-842.3230304846861,637.7857040788131,18449.34730731327,14673.31720356523,3335.998811889123,1719.8733135579878,10800.0
2025-05-09,2025-05,18021.37646151075,31408.16460367913,31799.67241371171,391.5078100325741,291.72591782574295,20710.92606516948,16775.850112787277,2401.4458468901507,17255.490682265103,10800.0
2025-05-10,2025-05,18678.289042943306,31236.947040871724,31817.53626154818,580.5892206764515,367.33116711117196,19934.806923861244,16147.193608327605,2388.6557184779163,13887.553111314464,10800.0
2025-05-11,2025-05,41818.37395427776,62674.6793852977,62347.66757653252,-327.01180876518094,601.0232267939713,18481.0413881333,14969.643524387975,2989.681012418171,963.5328438296606,10800.0
2025-05-12,2025-05,42893.683275741736,55427.09271317588,61015.745881619885,5588.653168444005,343.0930881279266,14622.978139793644,11844.612293232854,3618.5919770300716,3030.685912823614,10800.0
2025-05-13,2025-05,40988.7540529192,65359.51682000128,62014.54461891904,-3344.972201082231,327.9928541268779,18368.782929474426,14878.714172874284,4362.221260103731,1361.0346896753833,10800.0
2025-05-14,2025-05,41472.46260584679,63079.156282268734,61915.514381448535,-1163.6419008201938,171.61831990215887,16229.857453568753,13146.184537390689,3718.490638635608,2270.8203632036943,10800.0
2025-05-15,2025-05,42977.04505963315,60798.65503503843,62115.090389985846,1316.435354947408,404.12022891958276,15576.581982297079,12617.031405660633,3905.2183251707866,2889.3834337648605,10800.0
2025-05-16,2025-05,17669.700770173054,30540.15445239908,29889.999770072096,-650.1546823269844,403.7067924166207,20175.453285957446,16342.117161625534,1687.1335757794754,22057.730329043996,10800.0
2025-05-17,2025-05,17968.65069969847,30877.606448214756,30744.14096211069,-133.46548610406484,441.6597703048949,20655.119993487428,16730.64719472482,1567.6387428662479,15244.890107453397,10800.0
2025-05-18,2025-05,40033.79347170534,66195.84581059997,63402.20110422084,-2793.6447063791247,228.92168443253908,18607.86282426767,15072.368887656816,3839.9818018792407,2579.4789501632895,10800.0
2025-05-19,2025-05,38089.07301804179,59125.095173734335,57821.082338675566,-1304.0128350587734,346.9728446441105,18690.924756149343,15139.649052480969,3430.8573046769443,3670.705624974361,10800.0
2025-05-20,2025-05,41910.99623640158,58518.08914710327,61671.73401327027,3153.6448661669974,475.6437671930938,16112.33462003192,13050.991042225854,2897.4610363032657,1661.178349687365,10800.0
2025-05-21,2025-05,42703.73820731752,55186.77021876129,60605.75325283634,5418.983034075043,317.66870480937746,16559.262351112677,13413.00250440127,3708.103338068959,2706.443489532019,10800.0
2025-05-22,2025-05,40173.91428693632,57157.685725033436,58597.90761705871,1440.221892025263,461.78708781254204,17726.468641125844,14358.43959931194,2884.606482544279,1990.4283638463962,10800.0
2025-05-23,2025-05,18050.44834181291,30242.854882173357,31088.87200227016,846.0171200968007,303.61733175840624,20488.736204779758,16595.876325871606,2927.792346133636,18150.88822565344,10800.0
2025-05-24,2025-05,16741.253486249727,31073.530480410573,30597.392912315332,-476.1375680952397,135.64361500379755,20160.561962100415,16330.055189301338,2267.5869892481164,20880.441381938606,10800.0
2025-05-25,2025-05,37914.14803371182,59930.95385311879,58318.72123072932,-1612.2326223894702,339.4677295632253,18150.12369483053,14701.600192812732,3194.365861383513,3470.2894135579063,10800.0
2025-05-26,2025-05,45760.01264258173,57141.00450157237,63182.159897582824,6041.155396010455,401.03137630984247,13965.947871232396,11312.417775698246,3890.8241152682876,2459.0041130902364,10800.0
2025-05-27,2025-05,41104.1486115586,54851.85867642396,58916.92963118464,4065.07095476068,393.55067264298816,15970.002504862012,12935.70202893823,3336.1133159048786,3549.6992119989727,10800.0
2025-05-28,2025-05,38599.25091245568,62416.45091517515,62045.08072712485,-371.370188050307,117.12621432154741,19229.726442453783,15576.078418387568,3414.1735027791233,2820.5613146010614,10800.0
2025-05-29,2025-05,42350.6451244739,60794.98322148645,62049.59150227421,1254.6082807877558,668.2072708066215,17042.55857726146,13804.472447581786,2885.3108077013076,2484.2783356998566,10800.0
2025-05-30,2025-05,17009.14211385665,30659.22315617817,30912.170433119445,252.9472769412693,174.16378882484582,20228.497811814188,16385.083227569492,2284.5211095687628,18362.165261464164,10800.0
2025-05-31,2025-05,17904.787167553357,32620.8092531643,31352.54276912221,-1268.2664840420898,264.4644957393144,19774.520479597573,16017.361588474036,2534.366218134759,16936.300605603225,10800.0
2025-06-01,2025-06,67103.07180334146,76629.66942618255,72509.88105933578,-4119.788366846758,4714.338670385341,20671.85747952196,17510.31567869712,1362.3520681628386,1475.499560733445,9948.765421906299
2025-06-02,2025-06,64555.48097049637,78199.26730248771,69618.54188248838,-8580.725419999322,4260.793289166075,21980.21258789868,17802.87498901612,386.0603146488278,675.1298081230818,9949.984540997206
2025-06-03,2025-06,62242.06370572355,72468.9409866151,72647.47360787654,178.5326212614226,3767.1388574479524,21708.94995121829,17339.64578961666,1792.799253004813,2060.142217384716,10221.7663975196
2025-06-04,2025-06,61835.353262940436,82846.8276625255,72460.51644706706,-10386.31121545844,3245.0736410976715,21729.77681183133,17696.91349063018,836.8252035308033,1190.6407467661077,10115.328316356483
2025-06-05,2025-06,60341.845462877915,72486.45894482653,74231.06276247505,1744.6038176485029,3050.8766867074855,20958.392792515326,17187.482255955627,966.5614945249092,1395.149401431255,9880.679323002909
2025-06-06,2025-06,36864.68923191172,35121.26514117878,34447.950543009734,-673.314598169044,3983.2041534041155,20272.08567149798,16137.694906283217,388.7468388075076,3053.021692391585,10194.784309258626
2025-06-07,2025-06,33078.84370195339,38153.88678839074,38684.00185082636,530.1150624356278,2602.5700489781484,15272.634670131283,12375.527173007305,763.845205149295,6499.106030864572,10189.569764590888
2025-06-08,2025-06,50808.320309524075,78501.44149875456,77284.63630166047,-1216.8051970940849,62.11228158730205,20112.220029668726,15760.001464808678,5869.828043057167,1939.7787086638978,10779.455052616431
2025-06-09,2025-06,53792.654519709125,86228.00834060414,81703.00683888645,-4525.001501717695,268.55675458828574,22848.540730647022,18514.95836022606,4938.766562727021,1766.5019269934182,10770.965754392011
2025-06-10,2025-06,54083.1430133658,80143.75725804309,82570.95070488617,2427.193446843083,116.6558843294597,21539.413540578284,17447.072914738936,5855.678442117919,1121.1432879250378,10770.801368980316
2025-06-11,2025-06,57929.162380772235,85665.96354126692,87890.58690288727,2224.623361620338,122.71683764966411,23341.53206903556,18880.36220800109,6113.201455421513,1354.486107414284,10800.0
2025-06-12,2025-06,54156.08184520986,83227.66006787439,83394.16245298933,166.5023851149477,338.8138142767143,22308.528577591835,18075.858077587596,5920.823891769726,1127.0904421587497,10793.388966957547
2025-06-13,2025-06,23867.738435860403,40216.72331558567,40073.821505823755,-142.90180976190436,135.14786454404697,20535.495638364224,16627.80153733681,3706.8922866481444,4249.069282692254,10800.0
2025-06-14,2025-06,23535.30604146044,39809.758100743406,38942.73959835769,-867.018502385713,199.23712284886693,20286.9531265472,16432.43203250323,2751.2563563591666,6342.856520803429,10800.0
2025-06-15,2025-06,54886.94630302272,77366.90389488165,81745.08563027199,4378.181735390346,211.75202052778133,19893.745767363398,16113.934071564354,6556.945278764905,993.1063429024972,10800.0
2025-06-16,2025-06,54906.457191543974,80863.02268366939,83036.54672930563,2173.524045636246,278.06806643573,21757.247738669765,17624.336392828493,5453.564394072643,1034.0862391607873,10798.926972771125
2025-06-17,2025-06,57409.00814981059,81772.11812080129,84318.36296789523,2546.244847093951,648.3955039924224,21798.771716001553,17656.039365455264,4954.887541371938,1232.1273633027643,10800.0
2025-06-18,2025-06,54887.75109087117,83199.17039028095,83561.51096899461,362.3405787136469,204.99987432141387,21349.60460356519,17307.082149878574,6508.517602402762,2287.079887226635,10784.552865565816
2025-06-19,2025-06,54634.71380250355,78443.29650647393,78826.56668757541,383.2701811014822,398.7479262044896,21034.792180535194,17068.633560950846,5888.140324814287,1111.5114693812661,10750.717426990997
2025-06-20,2025-06,22530.032635786247,38951.14269690287,38419.267120417804,-531.8755764850634,55.39713358972185,19448.141948490407,15708.64066256913,3681.4302161406786,8653.15190194557,10800.0
2025-06-21,2025-06,22415.542268398516,39130.38337942152,39003.406367325275,-126.97701209623682,49.30775360767251,19912.264010345192,16128.933848379605,4546.067893854146,11388.575665113221,10800.0
2025-06-22,2025-06,51454.68270189853,75610.12299986824,76386.42229178324,776.2992919150049,580.1786057847077,19883.56965892989,16105.69142373321,4767.043160883458,964.3384014878078,10800.0
2025-06-23,2025-06,51177.39444759843,77301.49785591486,78190.7257234969,889.2278675820368,332.88920625239325,21402.61262431486,17374.551060437476,5447.22768597183,1987.0396799000848,10757.294628063955
2025-06-24,2025-06,57421.787734206926,88649.91543442925,86862.77103317073,-1787.1444012585014,418.21560420398737,24084.985913158922,19470.40375491629,5309.472402552873,1088.139826579224,10800.0
2025-06-25,2025-06,54496.51880089646,78834.76670579807,81679.87958318678,2845.1128773886962,446.3890739343618,21099.706601712373,17098.395583914637,6281.531827976175,1406.0044446805648,10791.518626080428
2025-06-26,2025-06,52222.40454938806,75712.90406399351,78788.20578136135,3075.301717367833,135.87018469146395,18790.975511016164,15237.450347334654,6311.884305917624,1511.282663120347,10772.896200067584
2025-06-27,2025-06,22548.763579266633,39233.70928903959,37766.55106516467,-1467.1582238749256,198.86387600094955,19490.374539551565,15762.809957097601,3169.1727430647707,11297.031748980215,10800.0
2025-06-28,2025-06,22323.28563831738,38003.432890991055,37843.893025589176,-159.53986540188268,213.424705199336,20205.315461195827,16366.305523568622,3655.1351105454105,8786.246565949234,10800.0
2025-06-29,2025-06,55049.10190248623,73597.08145647503,78449.86571227,4852.784255794965,648.3604623383278,18694.88362563464,15142.855736764059,5226.884680420846,1051.5450719835667,10800.0
2025-06-30,2025-06,53534.280322717925,80108.15194090891,80628.59870771127,520.4467668023536,616.3268094684929,22197.790769001702,18069.594982513525,5219.184462941077,2019.8612844171746,10700.683933753171
2025-07-01,2025-07,77111.50437334257,70816.37810164683,75804.93538947069,4988.557287823854,6361.204297976761,16919.853772225557,14276.004582573289,29.438447017324226,626.3080174445215,10066.325014785853
