日期,月份,现金费_元,应急购电量_kWh,合同购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,弃光量_kWh,日末储电量_kWh
2025-02-15,2025-02,21939.822799041336,506.1315738095218,37953.5431739762,20474.59328633157,16661.07998792857,1628.1715956202224,3737.8987537624953,10707.777045
2025-02-16,2025-02,54874.48362214215,791.9454827380973,82636.85536904761,22908.727557995295,18483.729652976188,2894.8737348618465,731.550111904761,10788.154455
2025-02-17,2025-02,51764.75430338952,227.3745404761912,81984.2459,22887.98231337448,18543.567813333335,4082.325822339803,2601.0169514285694,10783.3743
2025-02-18,2025-02,51922.90897507834,322.7149939285716,81573.09902842857,22850.198327336857,18493.697515142856,3680.81744825838,1767.1079785714269,10800.0
2025-02-19,2025-02,52949.240499056104,673.7462900238108,81039.25028483334,22807.580768665488,18560.211265619044,3864.919283715462,721.3804047619042,10704.36573
2025-02-20,2025-02,51399.90898248238,342.7263571428567,80653.74476683332,22808.228402939443,18425.999868880954,4164.950561346266,1456.1582952380936,10758.438105
2025-02-21,2025-02,20127.366138352307,212.75088449999927,37219.14924121428,20188.18904835391,16334.214676666668,2048.24439726631,5969.419323427395,10778.68083
2025-02-22,2025-02,20835.692030238853,346.6367976190484,37079.35820061905,20289.439136272777,16451.226902380953,1628.0875639935387,4114.932317019399,10760.03505
2025-02-23,2025-02,51678.52584363755,592.4604754285698,79766.61220695238,22751.102892592586,18410.47212,3148.458190740742,1338.1300357142868,10779.94752
2025-02-24,2025-02,49907.136015822856,317.41233809523806,78890.73515155789,22808.704084626683,18463.30393154762,4140.223138359786,2519.4905815476204,10792.99905
2025-02-25,2025-02,49450.284461446216,233.76518809523787,78831.60208838094,22894.70861014109,18570.435699714286,4985.390856525573,3934.3802761904767,10764.419355
2025-02-26,2025-02,50670.48368844037,565.5353878571442,78470.24059079953,22607.555575573184,18288.304963214287,3511.6210884406223,2390.056244523813,10790.880525
2025-02-27,2025-02,50035.533940803725,551.7680904761901,77191.10273253969,22808.96767651381,18467.05629047619,5024.218646502058,1420.156590476194,10800.0
2025-02-28,2025-02,20885.65653663906,490.0064571428603,36090.83899761904,20456.35593768372,16574.674359523808,1883.8292961199288,7522.741030482069,10794.4155
2025-03-01,2025-03,20337.687627844287,376.9767976190477,36045.64535,19825.89811187536,16071.587996119044,2547.826893826281,6461.719204703118,10780.403805
2025-03-02,2025-03,66118.40944186301,3740.867822976188,76359.92460273368,20674.971634597292,16748.67612702381,3119.890053850674,696.299797619048,10778.238135
2025-03-03,2025-03,59518.89124328636,2663.7113585238094,76600.31029547325,22169.97815226337,17966.866434333337,2832.038797971782,211.7245047619046,10768.033544999998
2025-03-04,2025-03,49408.498744389755,307.78425238095167,78232.86162857144,22606.965055702527,18360.534186119046,3696.649353821284,1398.107724214285,10713.708555
2025-03-05,2025-03,49528.59396378325,174.39493876190522,79051.79454114285,23044.173478159904,18620.853205809522,5688.109776601999,2984.287414285714,10763.62779
2025-03-06,2025-03,49261.94145503426,191.07334585714335,78542.56202264286,22651.803531422687,18383.800012452382,5062.527823339214,3462.449892857143,10723.806509999999
2025-03-07,2025-03,19406.840444339978,243.0276870714306,35372.59033623809,19591.65656557907,15847.524098119044,2435.7723025573214,8513.427719958847,10747.93731
2025-03-08,2025-03,18777.3578005776,369.8305738095235,33687.394187666665,20472.212894591423,16563.08392661905,1945.2070202233922,9139.749256613755,10769.50233
2025-03-09,2025-03,47384.711768318324,266.3414380952384,75551.19575930951,22908.36497378013,18531.38386926191,5136.950252410342,2970.0807904761914,10796.604285
2025-03-10,2025-03,49495.889968191164,911.5888710714289,74371.56874632568,21478.3709308348,17420.260272976186,2445.8600643004097,737.1154452380962,10771.293375
2025-03-11,2025-03,46911.61216977741,456.240866666667,74100.29738145208,22144.40853659612,17959.859557142856,3688.690091284538,2744.3803773809523,10745.86155
2025-03-12,2025-03,46195.8791356314,424.9493619047613,73338.08565485009,21961.398059024104,17779.561823809523,3806.197114902998,3339.4669833039366,10756.05111
2025-03-13,2025-03,55541.79116266794,2271.8889869999985,72429.28720831862,20736.038199647264,16772.756048714284,2588.12700629042,604.1490214285708,10782.08988
2025-03-14,2025-03,19374.65199774003,573.2453414523808,32678.504796095236,20560.716351175775,16665.54006245238,1894.5826925925912,11432.565172898296,10769.46786
2025-03-15,2025-03,19140.57176422253,427.86440238095264,33176.70816885714,20298.78088697825,16478.66635495238,1304.5409239271016,7555.791965285126,10728.741374999998
2025-03-16,2025-03,46932.996076723335,709.9563528809533,72408.13144532627,21438.32145646678,17309.171061738096,3929.983541240448,1707.9069289047632,10790.818395
2025-03-17,2025-03,44738.16090203941,191.05518333333356,72511.42775652558,21372.737507436803,17306.584759523812,6420.78601099353,4357.41274761905,10796.74353
2025-03-18,2025-03,46981.43473746815,877.654380952381,70652.42321466783,21409.422269547325,17419.614383333334,4510.008312522044,1904.3030302175184,10710.09648
2025-03-19,2025-03,44883.98310120091,381.60154761904744,71128.54539706053,21403.754534273947,17256.128004761908,5535.788908788945,2361.261056378602,10800.0
2025-03-20,2025-03,45158.04648245655,542.7372166666673,70894.4853158436,21437.12889620811,17368.35732142857,3397.3477644326863,1762.141376631393,10795.241205
2025-03-21,2025-03,17776.029837720867,361.4316761904763,32275.881501214284,20387.979831540273,16550.11750354762,1757.815704379776,15008.170628365668,10755.403605
2025-03-22,2025-03,17411.34568587139,123.27845000000002,33069.70274597619,20293.85919753086,16404.587894499997,2251.3748458259824,11171.135313786013,10792.557
2025-03-23,2025-03,43237.79717936848,418.7633000000012,68681.09859503232,21463.423056525568,17378.673975785714,3781.8289067019355,2463.563790923868,10800.0
2025-03-24,2025-03,42524.65927215619,435.4723339999995,67719.60187366256,20922.65433850676,17056.552432190474,3641.963228183422,2648.5119898295115,10678.663979999998
2025-03-25,2025-03,46384.844152391015,1207.0951186904788,67509.56474767782,20892.116252674896,16888.806074166663,2050.0778973838924,1713.1470738095227,10716.228525
2025-03-26,2025-03,41581.19657785051,248.04987619047608,67522.77112754261,21540.43095870076,17417.579803047614,4560.4012865667255,3495.0136948465615,10749.74994
2025-03-27,2025-03,42132.14980098313,425.70903571428636,67208.94927363316,20840.711318400936,16882.25422640476,3654.824745687543,1304.3870716637282,10748.329875
2025-03-28,2025-03,17466.434131991904,323.9918095238095,31933.32845535714,20268.344570105823,16383.578051785711,2166.246389770719,15384.42659012346,10785.864375
2025-03-29,2025-03,16888.55756046524,234.65468571428565,31590.7229125,20539.369059376826,16624.166875595234,1376.4235791887158,18826.542651910644,10800.0
2025-03-30,2025-03,41792.06610894611,537.6603840714286,65306.627363315696,20665.990368400933,16760.722906404757,4067.4246154614953,2525.9759699294573,10776.36588
2025-03-31,2025-03,46594.397925092235,1433.3331404047601,64500.96473580245,20201.87999232804,16360.398785785716,2471.675252998235,2669.7519333333344,10779.837
2025-04-01,2025-04,52292.08110257477,2241.9845293333333,65285.37196258083,19064.430210699586,15424.041770666665,1993.3015542621981,1684.8149809523816,10800.0
2025-04-02,2025-04,52204.08856021692,2473.330673547621,65087.62295946502,19937.377542798356,16189.750362166666,2815.666892857144,562.3241595238087,10755.028274999999
2025-04-03,2025-04,41544.712630896065,479.67730842857276,66442.83021704879,21084.311592680773,17097.95229157143,4328.182083891831,2744.4358738095257,10733.18394
2025-04-04,2025-04,16894.518258711614,327.28252857142877,30947.023787333328,20514.4818489124,16560.630993619052,2101.0376444150465,18788.61556619636,10795.5165
2025-04-05,2025-04,17674.74355468707,410.3892422619027,31130.560378571427,20299.236821252205,16466.11614821429,1302.9451619047622,14360.768802557319,10769.14503
2025-04-06,2025-04,40725.33830477292,358.9022547619054,66111.63560355673,21417.820313521457,17320.66498095238,3984.3375924162265,3978.9686666666694,10800.0
2025-04-07,2025-04,39495.3211061087,306.59962857142847,64831.88557213403,20901.39291231628,16974.313515976188,3962.959183127573,4005.7273379044664,10750.90527
2025-04-08,2025-04,42315.09391054099,787.4457166666662,64991.82491319811,21109.009475220457,17062.976787928572,4623.112164168135,2756.9321617380974,10790.1507
2025-04-09,2025-04,47949.47317484253,1677.1198795238108,64249.923206084655,19597.470018283362,15917.470853809522,2191.21317116402,921.5197333039368,10741.79499
2025-04-10,2025-04,41202.4733415689,638.6211214285705,64307.334514373884,21031.691272692537,16988.450521880954,4757.817158348029,1684.259826642855,10794.261
2025-04-11,2025-04,16590.965194889046,330.2263952380953,30353.899238095237,20360.31128339212,16541.04231904762,1810.1770696649016,19738.029432657262,10739.605244999999
2025-04-12,2025-04,16299.397422437112,172.94217419047754,30894.441696166665,20053.688388712522,16189.86806535714,2041.1133770135234,16137.289619988236,10799.1825
2025-04-13,2025-04,39722.746864795015,467.80737619047613,63123.414437389765,20773.034811787176,16828.917597547617,3520.625742269251,1850.1203737380943,10796.1165
2025-04-14,2025-04,38998.617617878655,389.8828428571437,62980.68336343326,20778.98734012345,16829.114990499995,4129.900282833628,2762.761773833331,10798.18845
2025-04-15,2025-04,39573.51558744841,339.2162612619017,63289.49110802469,20560.857569576718,16652.664236357145,4849.752909876543,4731.332292857141,10800.0
2025-04-16,2025-04,41769.39644777344,872.0145729285671,62658.22494397413,19541.694419077012,15842.624829452383,2566.8495510875973,1484.7284261904751,10784.6085
2025-04-17,2025-04,38586.54268357281,289.32829278570966,62403.76745067606,20273.018566813636,16427.87181911905,3582.6732505290984,2396.9333952380935,10777.1343
2025-04-18,2025-04,16131.669151075606,313.26353509523614,30219.807368095237,20253.767296472663,16384.97238014286,2254.4606161669626,18055.698187360376,10800.0
2025-04-19,2025-04,15742.963812881906,292.14648809523794,29553.889223809525,20436.066961845972,16594.795143595235,2126.3521841008223,17093.7324595532,10753.798995
2025-04-20,2025-04,38500.57829619257,519.463857142858,61348.637221252204,19831.014911346265,16081.321752190475,3221.491818886542,2939.1712170193982,10733.577135
2025-04-21,2025-04,37344.89434439067,221.04055,61693.08577918871,20197.406141269843,16373.445171428571,4608.279809347445,4964.975166666667,10718.525805000001
2025-04-22,2025-04,39168.90834628342,744.049461023809,60126.90923168724,19146.23875035273,15509.758162785713,2749.675012286891,2331.873776190475,10717.076055
2025-04-23,2025-04,37295.53838283966,243.7423976190473,61303.720865343916,19604.793051175773,15805.25082095238,3397.8524279776652,2950.151888095237,10800.0
2025-04-24,2025-04,36415.57034170622,118.23948809523763,60272.3375239271,19862.062095825982,16093.22884761905,3856.9144781011164,5674.7225857142885,10794.4905
2025-04-25,2025-04,14386.66545079004,92.10974909523642,28775.44275714286,20295.36870714285,16517.47660328571,1620.6043015285156,21468.698450852437,10707.570555
2025-04-26,2025-04,16286.207761903293,506.29694683333435,28890.23319573809,20313.371710787775,16403.589931238097,1139.344378982947,24277.210350705463,10763.39406
2025-04-27,2025-04,38822.73378843395,1101.9824333333333,57547.59465470311,20051.544463021746,16208.805669047619,3219.512965490887,3013.8541452380978,10800.0
2025-04-28,2025-04,60305.69509659223,4383.686320761904,58293.18219691358,16352.950817989415,13253.354312571428,2186.2438455908296,769.060849999999,10791.7065
2025-04-29,2025-04,37961.49381397337,683.2781880952376,59118.13147255262,19245.34434376837,15586.857318952383,3000.170357260434,5709.538561904763,10793.786055
2025-04-30,2025-04,38670.93374185059,684.5125830476193,58697.995187523804,18803.846836243385,15293.00265085714,3743.455341756613,3871.3538100952355,10725.023039999998
2025-05-01,2025-05,45863.31940750501,2071.4116919761864,57955.93643809524,19138.29502857143,15886.925172309526,2013.3960428571427,3751.203430952382,10297.349485370372
2025-05-02,2025-05,33388.81078317681,3446.7939261904726,29151.829794119047,18766.34923333333,15030.464836833333,465.5693928571428,14106.849847619045,10486.547309999998
2025-05-03,2025-05,22595.44201379148,1518.9654039761929,29427.34390195238,20598.456391975305,16494.699215499997,756.4922825396822,17218.88819691358,10697.714489999998
2025-05-04,2025-05,43242.10666695333,1312.5369540238078,60739.5920962963,19178.883784391535,15706.323698357144,2232.341637801298,4612.559993151084,10507.23912
2025-05-05,2025-05,49772.08807891811,2662.042054119045,61406.10089450322,18732.49274926514,15169.794155404765,3523.8426414756054,1905.594913286299,10511.155755
2025-05-06,2025-05,46161.07830691713,1972.7164375238067,60814.31419003527,19122.7564138448,15586.468160095243,2913.0933761904753,3467.56663095238,10403.338571798944
2025-05-07,2025-05,46217.266523718456,1857.820962571428,61841.52959861845,19970.8427962375,16045.809244571425,2104.89564744268,2601.57541208113,10548.42015
2025-05-08,2025-05,44189.96786509678,849.8941342380946,64807.3425425338,19786.811435802465,15811.779611,3981.8880210170482,1873.8044309523807,10787.90643
2025-05-09,2025-05,17895.646365823275,206.3107285714285,32463.40143442857,20146.881989271016,16308.090198309525,3008.8150201572594,17322.719501881245,10800.0
2025-05-10,2025-05,20665.83943043557,598.7508020000004,32368.26661190476,19404.726514226924,15735.76195752381,2829.0784169312146,14347.929156937098,10780.07391
2025-05-11,2025-05,42117.25684053486,470.86978809523816,65803.78611857729,19972.793645002937,16176.619480952382,4160.141028336276,2834.2616309523796,10781.566544999998
2025-05-12,2025-05,41177.21393137224,262.65626904761905,66481.44309829512,20214.51188415638,16357.164516666668,4044.016066519692,6911.540700000001,10800.0
2025-05-13,2025-05,40517.96554230926,46.40822619047577,66410.66301607879,19931.53129300412,16144.540347333332,6074.632401646095,3466.2351282857135,10800.0
2025-05-14,2025-05,41122.96388506115,167.92920714285694,66711.11884106408,19692.75023104056,15968.137957142855,5853.607171928277,4286.6798190476175,10781.0997
2025-05-15,2025-05,41984.261160449045,535.0618738095244,65538.09887098765,19061.262496766605,15422.612352380955,5871.421771840094,3798.0305452380976,10800.0
2025-05-16,2025-05,17047.896755392616,98.36049761904738,31333.894049999995,19665.222975014698,16084.409604761906,2773.0159709582576,22362.91867307466,10627.13445
2025-05-17,2025-05,21882.52381024749,960.0218039999988,31859.913485476187,19621.93206105232,15770.178881952379,2253.9800997060556,16265.40292733686,10764.452325
2025-05-18,2025-05,41877.24361484929,554.922659523809,64165.923922574955,17790.758490975895,14404.454376190475,4845.602481599059,2812.7718857142863,10771.18566
2025-05-19,2025-05,39862.190044115894,184.34846428571385,63854.74748124632,18657.019970282185,15097.348082928569,6968.788587154616,5995.418921023808,10787.67243
2025-05-20,2025-05,41258.617404282486,546.9164963333377,63105.64768953556,18418.875844767772,14948.3285417619,3139.0974090534983,2515.5246571428556,10755.406755
2025-05-21,2025-05,40541.712453358894,445.1840452380954,63678.44195502645,18148.441465608463,14710.863707142855,4539.025465608467,4784.407492857143,10743.599955
2025-05-22,2025-05,39085.94795511039,235.18356190476192,62464.30975041152,18306.985448883006,14777.89817309524,4394.980861052324,3958.7943588095272,10800.0
2025-05-23,2025-05,18334.404966972248,402.87280573809875,31219.364409523812,20108.525830658436,16287.905922833328,3029.59072942387,18351.0776946796,10800.0
2025-05-24,2025-05,17429.31874809976,125.34289761904763,31866.070307142858,19702.937555849494,15959.379420238096,3411.43180063198,21081.921885185187,10800.0
2025-05-25,2025-05,38861.97832312704,133.93313571428575,63002.50941310993,18470.711102292764,14961.27599285714,5480.114925837746,5601.882330217519,10800.0
2025-05-26,2025-05,45501.80707517724,1425.1311174047614,61595.46163057025,17228.505596678417,14009.620218309521,3860.1393481775435,1361.7350714285717,10739.41035
2025-05-27,2025-05,39056.986890288514,117.84165000000039,63283.55055349794,18325.60529967666,14819.607557738093,6244.811791916521,4260.215369642858,10766.2245
2025-05-28,2025-05,42385.10072677143,811.9111801666675,62399.174883092885,17777.36998268665,14369.271735976188,4419.812337977661,3109.351378571426,10800.0
2025-05-29,2025-05,41097.78196792464,759.6720000000001,62196.236343592,18476.543327454434,14966.000095238092,3452.904320899474,1882.3372904761907,10800.0
2025-05-30,2025-05,19674.656502696296,643.4699373095235,31082.867816666665,19465.332863991767,15766.919619833334,2635.019599706057,18796.67164344503,10800.0
2025-05-31,2025-05,19698.444687518102,604.5990880952395,31350.76571428571,19609.61027380952,15963.986471785716,3275.7267700176358,16644.832680339503,10710.8865
2025-06-01,2025-06,88726.18521099028,9706.608973569953,64684.473597060554,15169.13778051146,12904.005143214288,347.2429000000006,553.8807333333327,10025.327009999999
2025-06-02,2025-06,77210.2173287333,7875.124687929745,67617.35369611993,19032.487415549676,15372.28641959524,1550.9178131687245,1640.5521249265128,10074.247440000001
2025-06-03,2025-06,61408.28057159579,4475.176830404762,69289.86877845913,20856.73307898295,16672.500320119045,792.1808857142853,596.2651309523804,10320.306855396828
2025-06-04,2025-06,62173.57186182114,4366.320621499998,71276.69561240623,20549.2649808348,16712.538608833336,598.6133666666668,1562.4156785714285,10245.157995
2025-06-05,2025-06,58667.668835175646,3154.3027334047615,73874.07562111758,21422.044502498527,17464.349117023805,740.5905309523819,1180.7744214285715,10120.165695
2025-06-06,2025-06,48194.11210841511,6016.256656214283,34170.65090783333,17985.360831452082,14302.698145476188,401.62110952380885,5247.628368547916,10415.103615
2025-06-07,2025-06,35133.938205961706,3199.0495175952383,35091.87286078571,19078.237338683124,15416.89845733333,622.5159041740161,2880.554426190475,10455.630045
2025-06-08,2025-06,56506.53119540107,62.02220714285682,89033.61680305703,24509.87544970605,19546.466804761905,11221.868729541444,7725.438369047618,10796.2215
2025-06-09,2025-06,55744.370338316105,203.1321119047622,87340.19525723104,23263.195847707226,18839.787986642852,8340.79450714286,3846.4122675952353,10800.0
2025-06-10,2025-06,55603.14193313905,97.06799523809582,87413.46798783068,23345.342423544967,18920.77681607143,8371.143145238097,3096.3829970238103,10787.722829999999
2025-06-11,2025-06,61185.13048169584,1192.5181499999992,88339.47359412111,23713.301294121105,19196.724595238098,8074.949497619051,856.0192309523811,10800.0
2025-06-12,2025-06,56771.945263472946,91.95154047619006,89199.84329259259,23968.49306878306,19414.479385714283,9354.333500000004,2931.056216666664,10800.0
2025-06-13,2025-06,27309.439903848226,343.97640788095265,43012.47780119047,18407.56603656672,14916.809167119049,5955.741566872428,5564.642072751327,10792.577025
2025-06-14,2025-06,25294.33521110243,16.371666666666783,43268.25810878571,18420.92693753674,14922.987955904766,5377.812900404761,8215.53514341564,10790.31354
2025-06-15,2025-06,56132.621740806644,38.48969523809558,88383.85545884774,23611.85533768372,19116.88500952381,10710.453373544975,2589.9471190476193,10800.0
2025-06-16,2025-06,56929.01050174158,115.17955714285732,89274.32986622574,24162.421316225744,19571.561266142853,9657.501885714291,2447.094670904762,10800.0
2025-06-17,2025-06,59592.083595417556,844.7455889761891,88853.76102601411,24555.441306966488,19889.907458642854,7355.675957142855,3040.285592857144,10800.0
2025-06-18,2025-06,57191.00993530989,0.0,90301.53358036448,24818.727189888297,20103.16902380952,9747.500961904765,4910.083552380951,10800.0
2025-06-19,2025-06,57188.26246580138,192.669454761905,89176.75485132274,24533.031287037033,19898.17815,11216.749766666671,5258.317202380953,10770.641325
2025-06-20,2025-06,24515.298520860768,23.596366666666654,41925.8838027619,17954.228697795414,14516.502437714287,5963.560726631395,10147.61233271605,10800.0
2025-06-21,2025-06,24282.589011662396,9.357338095238207,41689.26875769047,19238.463532539685,15583.155461357144,6829.57831409788,11878.99931050529,10800.0
2025-06-22,2025-06,54718.26166516202,104.59091428571458,86340.73040220459,23590.673156966484,19108.445257142856,9921.396428571428,4584.355888095238,10800.0
2025-06-23,2025-06,54466.40292744868,109.28979523809491,86086.05501275719,23477.320564197526,19030.813,10787.085493797767,3900.4657499999985,10784.24073
2025-06-24,2025-06,63941.6147825381,2189.193682023811,85046.34737222221,22752.67310878894,18415.481875119047,5928.784630099944,700.7729404761897,10800.0
2025-06-25,2025-06,54909.89195349828,317.25575709523764,85177.67112948265,22906.6707143445,18554.403278619047,8767.759298471488,1937.478785714287,10800.0
2025-06-26,2025-06,54331.385630218116,42.1412333333337,85788.18308547913,24025.65261881246,19463.412795238095,10330.79310952381,3389.9075523809515,10797.07314
2025-06-27,2025-06,22516.362361363703,55.807000000000016,39000.85426192857,20060.293280629037,16246.203383309521,5073.793627836567,10397.131870105823,10800.0
2025-06-28,2025-06,23133.638168206904,193.58973571428595,39239.2011047619,19614.584675191058,15887.813586904762,4921.389235435039,9007.704400088187,10800.0
2025-06-29,2025-06,54454.10817647459,290.6858547619055,85208.37978089359,23825.7761824221,19298.878707761898,7329.936679423866,4374.46294823809,10800.0
2025-06-30,2025-06,56126.78347688579,519.6540642857138,85887.26393007053,24238.387156261022,19685.654928571428,8190.834897619047,3785.6668857142845,10741.59852
2025-07-01,2025-07,66166.64376102749,3221.0223408809516,86663.86298941799,23358.09104179894,19320.124475357137,3641.9083714285734,3338.4663590952364,10297.075485
2025-07-02,2025-07,64723.75803800177,3294.845361904761,85207.70855849501,23614.312537066435,19083.64746902381,4744.369302380954,6322.753183309525,10345.904024999998
2025-07-03,2025-07,67491.12428033925,3954.14571595238,83939.70705167548,22419.605899294533,18025.572086428572,1818.6948761904785,1920.7051452380952,10495.135905
2025-07-04,2025-07,34587.943960781646,3248.334061904764,39986.21215216667,20850.756983333333,16995.767774023807,615.5840595238103,9883.105478571426,10376.630774417989
2025-07-05,2025-07,35186.33638314424,3037.9962840238077,40966.714726833336,20932.376852763082,16805.648017714284,423.42583495003,10664.47637419165,10542.8277
2025-07-06,2025-07,70365.43400962128,4503.85228738095,82270.26613724574,21813.7951989124,17832.750357619047,1918.0626954761913,1081.0293378571428,10361.076315
2025-07-07,2025-07,58651.593159556636,2342.0797023809514,81567.87313560347,22737.79686696061,18163.360296238097,2561.5831214285713,3364.4503791666693,10643.582055
2025-07-08,2025-07,61460.9235424022,210.6590119047618,95068.7762462081,23122.527258112874,18588.470928571427,11523.466609523806,3650.5253023809532,10800.0
2025-07-09,2025-07,60050.909779232046,104.76305238095233,93534.77800228953,22896.693545884773,18546.321772166666,11154.28409285714,4076.1601714285716,10800.0
2025-07-10,2025-07,60044.932466573635,37.84228095238123,93596.76036625131,23121.416877513228,18728.34767078572,11979.024373809523,4408.885683333335,10800.0
2025-07-11,2025-07,31636.508453836715,168.8191322142844,51270.97534523809,19351.744019606114,15674.912655880955,7177.796378012938,8066.389585714284,10800.0
2025-07-12,2025-07,30981.388699021427,123.30601904761966,50630.46458571429,19237.27513815402,15582.19286190476,6438.258977718993,9576.18601746032,10800.0
2025-07-13,2025-07,58108.414845001826,11.225245238095498,91252.49367591798,22438.408958465603,18175.11125635714,11776.322059523813,5956.378759523811,10800.0
2025-07-14,2025-07,57725.66715970511,120.06258571428563,90134.42424823632,22155.160974426803,17945.680389285713,10016.615569047619,4220.71146309524,10800.0
2025-07-15,2025-07,58945.79428230467,423.83197180952163,89716.16414930628,21349.079045972954,17292.754027238097,9145.654502380952,4188.966016666665,10800.0
2025-07-16,2025-07,57634.40913482243,315.2572617857136,88920.42206114755,22064.827087242797,17885.795290666665,8068.963311904761,4853.120831119044,10785.2385
2025-07-17,2025-07,58071.28241792183,473.98107142857197,88388.33398897207,22123.582087948264,17943.367053738097,9410.187665309522,2551.4962942142874,10759.387875
2025-07-18,2025-07,29718.785757555648,82.03507619047593,49439.7015625,18936.87890946502,15302.321004166666,6050.049971957665,8562.880661434454,10800.0
2025-07-19,2025-07,29451.13962490118,5.022857142857049,49442.64682142857,19444.458101116987,15750.011061904763,5752.733479776598,12817.6701095826,10800.0
2025-07-20,2025-07,56822.63253453068,318.1344638809543,87502.46693486183,21861.38087057613,17707.71850516666,8898.088247619047,2678.8725690476176,10800.0
2025-07-21,2025-07,57606.886533826975,192.5864525952368,89263.42672079924,22033.331915108756,17846.998851238095,8510.672999999999,2769.25775952381,10800.0
2025-07-22,2025-07,57836.213302579774,443.5767166666667,88445.57898528571,22121.606997619045,17944.918468071424,8933.662499999999,1983.660055738095,10770.648000000001
2025-07-23,2025-07,58428.382592155394,396.9162446904783,89408.98839737418,22114.76721387419,17886.544643238092,8749.26349761905,2611.8714571428573,10800.0
2025-07-24,2025-07,60056.49212051691,815.0485019761916,89182.68997367226,22253.706388124632,18025.502174380952,8692.426514285715,3460.6357476190487,10800.0
2025-07-25,2025-07,29331.140314243094,91.01565238095233,48821.75325714286,19421.165573192233,15731.144114285711,6692.331948295125,12025.0959356555,10800.0
2025-07-26,2025-07,30024.609549646662,102.12151904761906,49621.92858095238,19321.12213109935,15650.108926190474,6935.128954291592,10648.816374132863,10800.0
2025-07-27,2025-07,60196.157133772496,882.023883333333,88750.24256409523,22558.14778095238,18272.09970257143,9666.981947619048,1994.046621428572,10800.0
2025-07-28,2025-07,60500.665768950705,913.250286857141,88776.55308886536,21544.943014579658,17471.318069809524,6988.247047619048,673.05415,10777.87308
2025-07-29,2025-07,59479.2415286809,443.1514857142855,90727.88751385713,22052.459557142854,17842.578013285718,9094.614818976192,1797.2966867380978,10800.0
2025-07-30,2025-07,58399.65940440657,185.80438095238145,90907.6644317619,22372.688299999998,18121.877523,9085.324645238095,3654.07934047619,10800.0
2025-07-31,2025-07,59329.26188512357,450.35600238095213,90353.62142857142,22333.333333333332,18090.0,9445.115904761908,2420.5319261904765,10800.0
2025-08-01,2025-08,29015.643742546188,19.236185714285455,48750.37134285715,19657.490285126398,15945.160730952379,6656.508865138155,17149.409442592587,10774.896
2025-08-02,2025-08,29102.811914829043,0.0,48838.0561095238,19186.923994708995,15518.814835714285,7278.9452126102315,16963.97680458553,10800.0
2025-08-03,2025-08,55689.81773261922,20.195338095238128,88178.0234464906,22318.673527895353,18078.12555759524,12358.978856690472,8759.211974261903,10800.0
2025-08-04,2025-08,54706.37845968765,64.32596904761925,86494.94779268635,22046.939585567306,17858.021064309527,10819.314997595235,6135.385159547624,10800.0
2025-08-05,2025-08,53539.23523264419,11.429916666666827,84696.26441310257,21854.25230893592,17701.944370238096,10056.93449464285,5346.142163095241,10800.0
