variant,date,month,adjusted,variable_price,risk_mode,plan_kwh,final_contract_kwh,cash_cost_yuan,alternative_cash_cost_yuan,emergency_kwh,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_balance_residual_kwh,contract_cost_yuan,emergency_cost_yuan,actual_load_kwh,actual_pv_kwh,pv_used_kwh,actual_effective_grid_kwh,emergency_slots,emergency_day,covered_slots,evaluated_slots,safe_net_coverage,pinball_sum_kw,pinball_mean_kw,source_issue_hours,S_none_cash_cost_yuan,S_none_emergency_kwh,release_set,allowed_issue_hours,saving_vs_S_none_yuan,emergency_reduction_vs_S_none_kwh
q3_info_S_none,2025-02-12,2,True,False,unclustered,91165.18885190545,86463.09405205448,56657.733724421734,59520.26165608048,102.70361309231461,7139.711442727874,163.38428333333331,20948.581709581922,16952.615903829672,10782.516354520349,10800.0,1200.0,10800.0,2.2737367544323206e-13,56012.26414917459,645.4695752471456,121363.85288333331,46097.116749999994,45933.73246666666,79426.0862224189,5,1,125,144,0.8680555555555556,13346.946619067823,92.6871292990821,"0,0,0,0",56657.733724421734,102.70361309231461,S_none,none,0.0,0.0
q3_info_S_none,2025-02-13,2,True,False,unclustered,86230.0726512442,80810.48367618295,52198.021366618705,55259.97561644105,0.0,5401.422974312647,360.6120662168335,19573.524310456887,15854.55469147008,10800.0,10800.0,1364.3423697360802,10800.0,2.2737367544323206e-13,52198.021366618705,0.0,121310.28371666666,49980.80469999999,49620.19263378316,75409.0607018703,0,0,128,144,0.8888888888888888,11880.676371844449,82.50469702669756,"0,0,0,0",52198.021366618705,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-14,2,True,False,unclustered,83588.45522400449,78520.87795861624,50119.55757938546,52746.06164628164,0.0,34993.02060010365,12277.90595452675,7621.839933258899,6173.690345939712,10800.0,10800.0,4783.8755925925925,10800.0,2.2737367544323206e-13,50119.55757938546,0.0,75872.63795,46070.83613333333,33792.930178806586,43527.8573585126,0,0,144,144,1.0,57735.54353382318,400.9412745404387,"0,0,0,0",50119.55757938546,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-15,2,True,False,unclustered,84242.72026697773,79171.68825195383,50253.18530743255,52960.37279734128,0.0,35162.5132437325,12968.524755555554,9266.100803504098,7505.5416508383205,10800.0,10800.0,4690.990388888889,10800.0,2.2737367544323206e-13,50253.18530743255,0.0,76054.55224999998,46774.46115,33805.93639444445,44009.175008221326,0,0,144,144,1.0,59787.44519485114,415.1905916309107,"0,0,0,0",50253.18530743255,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-16,2,True,False,unclustered,90209.65893444722,86970.99781833994,59099.10534941322,61284.59865256032,554.5704323086969,8068.436737297789,90.55683333333343,21153.22355797516,17164.027977957645,10800.0,10766.759004446929,1200.0,10800.0,2.2737367544323206e-13,55307.250440202435,3791.854909210785,121276.97728333333,45899.59818333333,45809.04135,79457.13151335085,5,1,111,144,0.7708333333333334,15494.691370283012,107.60202340474314,"0,0,0,0",59099.10534941322,554.5704323086969,S_none,none,0.0,0.0
q3_info_S_none,2025-02-17,2,True,False,unclustered,90475.52401050294,82932.50802703676,54891.470336090286,59542.290767312996,40.59675783187015,7144.311641859752,1070.64595,18686.75467238281,15112.47064604059,10766.759004446929,10793.20415843525,1200.0,10800.0,3.410605131648481e-13,54608.26735345516,283.20298263512615,120960.37281666664,49776.50965,48705.8637,75828.79314300888,1,1,114,144,0.7916666666666666,17724.372367505683,123.08591921878946,"0,0,0,0",54891.470336090286,40.59675783187015,S_none,none,0.0,0.0
q3_info_S_none,2025-02-18,2,True,False,unclustered,81669.99350251767,78433.80198240116,49873.50203186356,51607.73288792241,0.0,2395.3927894740455,0.0,20741.606064134292,16794.584654540507,10793.20415843525,10800.0,1266.343600774118,10800.0,1.1368683772161603e-13,49873.50203186356,0.0,121331.27123333333,49239.88345,49239.883449999994,76038.40919292712,0,0,114,144,0.7916666666666666,10553.72304149045,73.28974334368368,"0,0,0,0",49873.50203186356,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-19,2,True,False,unclustered,82488.40293694666,80998.46605647777,51303.3710202372,52216.64943864495,6.689669326289413,3867.56880289784,294.4889166666667,21259.237588759366,17295.46696585314,10800.0,10716.128312268835,1200.0,10800.0,1.1368683772161603e-13,51273.34659075907,30.024429478127544,121866.79411666666,48987.46673333332,48692.977816666666,77137.58692290622,2,1,121,144,0.8402777777777778,8987.86777757937,62.415748455412285,"0,0,0,0",51303.3710202372,6.689669326289413,S_none,none,0.0,0.0
q3_info_S_none,2025-02-20,2,True,False,unclustered,85361.07991467815,81109.57916222035,51946.919083796194,54652.36656373843,0.0,5697.107833570679,553.5938999999994,19948.732507148903,16082.988811832565,10716.128312268835,10800.0,1366.6068174918403,10800.0,2.2737367544323206e-13,51946.919083796194,0.0,121105.25703333333,50112.12329999999,49558.5294,75412.47132864967,0,0,122,144,0.8472222222222222,13013.883250431521,90.37418923910779,"0,0,0,0",51946.919083796194,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-21,2,True,False,unclustered,78534.02914183305,73470.43840981483,46456.15679244039,49270.2292093049,0.0,30787.107692342965,15593.675337448556,8049.438666789337,6520.045320099358,10800.0,10800.0,4907.910185185186,10800.0,2.2737367544323206e-13,46456.15679244039,0.0,75802.00203333332,50241.74,34648.06466255144,42683.330717471865,0,0,144,144,1.0,56172.5118401092,390.0868877785361,"0,0,0,0",46456.15679244039,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-22,2,True,False,unclustered,79615.35894501864,75506.9149818884,47416.47618313572,49495.69179152081,0.0,32412.324047108163,13452.034244650204,9462.072667351053,7664.278860554354,10800.0,10800.0,4721.059407407408,10800.0,2.2737367544323206e-13,47416.47618313572,0.0,75682.24226666667,47837.47938333333,34385.44513868312,43094.59093478024,0,0,143,144,0.9930555555555556,56740.360750453496,394.0302829892604,"0,0,0,0",47416.47618313572,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-23,2,True,False,unclustered,83124.71830148874,82588.28013535323,53381.11461790087,54000.685798824416,299.5805055760263,6788.721722825544,488.31870000000004,21759.79435905681,17680.82782428643,10800.0,10738.450673943993,1200.0,10800.0,2.2737367544323206e-13,51353.460370829445,2027.6542470714282,121142.14093333331,49610.287249999994,49121.96854999999,76099.13891810371,3,1,110,144,0.7638888888888888,13211.650712827603,91.74757439463613,"0,0,0,0",53381.11461790087,299.5805055760263,S_none,none,0.0,0.0
q3_info_S_none,2025-02-24,2,True,False,unclustered,80210.17650809721,76587.34487188968,52636.10549551877,54795.60200351831,602.1253362619366,4681.241925854681,489.4874303246458,20145.46990347308,16329.762668167461,10738.450673943993,10725.19284466148,1200.0,10800.0,1.1368683772161603e-13,48768.66585714172,3867.4396383770513,120628.98855000001,52425.95493333333,51936.46750300869,72508.22828229693,7,1,104,144,0.7222222222222222,14719.962786239583,102.22196379333043,"0,0,0,0",52636.10549551877,602.1253362619366,S_none,none,0.0,0.0
q3_info_S_none,2025-02-25,2,True,False,unclustered,82556.14562622902,77341.49878213317,49989.715724451526,53084.415425885614,0.0,5395.269851269517,2605.502116245081,18235.382846084623,14715.97926479938,10725.19284466148,10785.949334138335,1224.8861676825966,10800.0,2.2737367544323206e-13,49989.715724451526,0.0,121093.33288333332,55272.00965,52666.50753375491,71946.22893086365,0,0,119,144,0.8263888888888888,15167.357055284607,105.32886843947644,"0,0,0,0",49989.715724451526,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-26,2,True,False,unclustered,76099.75282667266,75781.28035409242,46891.539581793506,47369.85988192163,33.30866191528321,2591.301938698947,176.62174564561377,22206.16683712796,17974.349538798146,10785.949334138335,10800.0,1350.6976685062791,10800.0,1.1368683772161603e-13,46745.66929285589,145.87028893761274,121060.73411666666,52245.886083333324,52069.26433768771,73223.28707730875,2,1,110,144,0.7638888888888888,8752.306140676132,60.77990375469536,"0,0,0,0",46891.539581793506,33.30866191528321,S_none,none,0.0,0.0
q3_info_S_none,2025-02-27,2,True,False,unclustered,77736.21567827885,75896.00796604017,47430.36541774648,48483.59870300609,0.0,4197.024373963153,584.2186773667371,21885.161656369914,17726.98094165964,10800.0,10800.0,1257.3386989191372,10800.0,2.2737367544323206e-13,47430.36541774648,0.0,120599.48893333333,53642.90473333334,53058.686055966595,71698.98359207701,0,0,126,144,0.875,9248.420334950853,64.22514121493649,"0,0,0,0",47430.36541774648,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-02-28,2,True,False,unclustered,73172.90140294858,69581.6540408748,43121.60955310689,44996.700359281705,0.0,29362.124426427865,15002.231853079602,10130.022165091175,8205.31795372385,10800.0,10800.0,4743.8938333333335,10800.0,1.1368683772161603e-13,43121.60955310689,0.0,75385.10794999999,52092.5144,37090.282546920396,40219.529614446925,0,0,144,144,1.0,55208.17122804087,383.39007797250605,"0,0,0,0",43121.60955310689,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-01,3,True,False,unclustered,83285.61058223103,77214.6527166157,49423.204190593315,52946.0390757782,0.0,36475.5294215906,15469.877378600824,8476.210437320813,6865.730454229861,10800.0,10800.0,4708.726500000001,10800.0,3.410605131648481e-13,49423.204190593315,0.0,72244.16015,48585.39421666665,33115.51683806584,40739.12329502511,0,0,144,144,1.0,64231.017785047145,446.0487346183829,"0,0,0,0",49423.204190593315,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-02,3,True,False,unclustered,85061.86140501466,83480.27217984482,57092.662773243246,58541.47517374565,680.1215927893437,7646.962353015223,0.0,22120.34046220381,17965.21610925154,10800.0,10746.955183481716,1200.0,10800.0,2.2737367544323206e-13,52729.14038233333,4363.522390909919,117860.41708333333,45502.11001666666,45502.110016666666,76513.43141961892,7,1,110,144,0.7638888888888888,15628.420395433986,108.53069719051379,"0,0,0,0",57092.662773243246,680.1215927893437,S_none,none,0.0,0.0
q3_info_S_none,2025-03-03,3,True,False,unclustered,87322.16297425787,83372.72177293716,54926.44593064396,57751.195356091055,104.06646761111048,7102.62574283267,394.79361168424464,20812.956719237605,16850.734466539565,10746.955183481716,10755.577934640483,1200.0,10800.0,3.410605131648481e-13,54438.00316546278,488.4427651811817,117958.74559999998,45941.59896666667,45546.80535498242,76374.1624977156,6,1,108,144,0.75,19089.09012862957,132.56312589326092,"0,0,0,0",54926.44593064396,104.06646761111048,S_none,none,0.0,0.0
q3_info_S_none,2025-03-04,3,True,False,unclustered,77917.77259316551,76647.98305205758,47772.08460686746,48595.67612912688,0.0,2751.037118446887,600.6831000000002,21529.310659900388,17432.505759623033,10755.577934640483,10762.506684525237,1207.2812339778627,10800.0,1.2789769243681803e-13,47772.08460686746,0.0,118139.02498333334,48939.56704999999,48338.883949999996,73896.9459336107,0,0,111,144,0.7708333333333334,9925.096419715363,68.92428069246779,"0,0,0,0",47772.08460686746,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-05,3,True,False,unclustered,82115.01328591933,76984.25365794235,49882.302772099065,52614.37346739494,94.14450817422801,6543.98827998605,643.8231097363107,19612.477767369786,15852.363007642238,10762.506684525237,10800.0,1200.0,10800.0,2.2737367544323206e-13,49240.445704646685,641.8570674523784,118073.44383333332,51942.971816666664,51299.148706930355,70534.40988613051,2,1,122,144,0.8472222222222222,14635.650983705982,101.63646516462488,"0,0,0,0",49882.302772099065,94.14450817422801,S_none,none,0.0,0.0
q3_info_S_none,2025-03-06,3,True,False,unclustered,77635.49902121915,76696.0580281391,48134.2499866282,49118.783308695965,0.0,6134.583193993856,599.4014666666664,21165.364390238177,17143.94515609293,10800.0,10800.0,1405.857692649152,10800.0,2.2737367544323206e-13,48134.2499866282,0.0,117673.59855,51732.94441666667,51133.54295,70561.47483414525,0,0,128,144,0.8888888888888888,11650.93136296223,80.9092455761266,"0,0,0,0",48134.2499866282,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-07,3,True,False,unclustered,77655.62443223031,72456.73104386561,45755.27116963944,48801.822210125945,0.0,32640.426531201985,17054.704297182827,9680.603590249835,7841.2889081023695,10800.0,10800.0,4893.994666666669,10800.0,2.2737367544323206e-13,45755.27116963944,0.0,71680.36145,50758.07591666666,33703.371619483834,39816.30451266363,0,0,144,144,1.0,61503.14048353854,427.1051422467954,"0,0,0,0",45755.27116963944,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-08,3,True,False,unclustered,70279.34006039094,66903.03240816708,41131.41481054426,42832.49457474475,0.0,28933.80850021077,16956.538071645213,10260.770103391762,8311.223783747324,10800.0,10800.0,4824.661814814814,10800.0,1.1368683772161603e-13,41131.41481054426,0.0,72344.71158333334,53281.572066666675,36325.03399502144,37969.223907956315,0,0,144,144,1.0,57108.373517006185,396.58592720143184,"0,0,0,0",41131.41481054426,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-09,3,True,False,unclustered,78878.51638253336,75129.4075595972,47884.08023227289,50161.30751367644,108.49200530992931,6356.871291316333,1688.5147858746736,20367.743287374826,16508.754849658697,10800.0,10787.908014572124,1200.0,10800.0,2.2737367544323206e-13,47196.25171144703,687.8285208258542,117692.9865,54359.46145,52670.946664125324,68881.0282735908,4,1,116,144,0.8055555555555556,14736.700484482511,102.33819780890633,"0,0,0,0",47884.08023227289,108.49200530992931,S_none,none,0.0,0.0
q3_info_S_none,2025-03-10,3,True,False,unclustered,75867.4775172702,76695.18983832834,46979.49671908002,47033.663861270645,21.653203772157212,4210.032169541704,360.6967166666664,21851.76173107388,17747.719025181752,10787.908014572124,10734.805766781108,1200.0,10800.0,2.2737367544323206e-13,46860.27513039935,119.22158868067667,117943.06436666667,49900.99291666667,49540.2962,72506.8108725588,4,1,102,144,0.7083333333333334,10972.041547389854,76.19473296798509,"0,0,0,0",46979.49671908002,21.653203772157212,S_none,none,0.0,0.0
q3_info_S_none,2025-03-11,3,True,False,unclustered,66975.25161537499,71759.8143460644,45576.799486639284,45647.40293367277,0.0,3565.465515068809,0.0,22088.185374203178,17832.755343207577,10734.805766781108,10800.0,1311.1587383449917,10800.0,1.4210854715202004e-13,45576.799486639284,0.0,117499.55295,53560.63415,53560.63415,68194.34883099559,0,0,107,144,0.7430555555555556,16732.785522018865,116.19989945846434,"0,0,0,0",45576.799486639284,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-12,3,True,False,unclustered,77132.17803388753,72196.64675996851,48346.75492162667,51246.66462307514,397.6462761398482,5205.541999846204,1315.9701044532808,19765.056283987564,16127.810035512022,10800.0,10668.761727242116,1200.0,10800.0,2.2737367544323206e-13,45623.457028101395,2723.297893525273,118112.23683333334,55676.70215,54360.73204554671,67388.75103626214,4,1,102,144,0.7083333333333334,14539.272134198647,100.96716759860172,"0,0,0,0",48346.75492162667,397.6462761398482,S_none,none,0.0,0.0
q3_info_S_none,2025-03-13,3,True,False,unclustered,77617.96326954899,73891.5795433102,47975.79508765533,50205.11830898107,66.48316495882932,2657.7455661739946,0.0,19139.919368138275,15385.220242709898,10668.761727242116,10800.0,1200.0,10800.0,2.2737367544323206e-13,47561.98612589501,413.80896176031445,118237.27704999999,50691.65903333333,50691.65903333333,71300.31714209504,3,1,101,144,0.7013888888888888,14595.184803152006,101.35545002188893,"0,0,0,0",47975.79508765533,66.48316495882932,S_none,none,0.0,0.0
q3_info_S_none,2025-03-14,3,True,False,unclustered,64343.4733017661,62590.59657023846,38388.71904585842,39420.68541800882,0.0,25690.33895747097,18946.58734421066,10127.601501176292,8203.357215952794,10800.0,10800.0,4775.532722222222,10800.0,1.1368683772161603e-13,38388.71904585842,0.0,72108.86895,56079.44296666667,37132.855622456,36900.25761276749,0,0,144,144,1.0,53840.69301269606,373.89370147705597,"0,0,0,0",38388.71904585842,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-15,3,True,False,unclustered,70472.08949653832,65450.3640737355,40468.262772169066,43059.49001263935,0.0,26405.734727554678,16334.90704473418,9397.879744455984,7612.282593009344,10800.0,10800.0,4736.50687037037,10800.0,1.1368683772161603e-13,40468.262772169066,0.0,72724.98178333332,51800.85663333333,35465.94958859915,39044.62934618082,0,0,143,144,0.9930555555555556,54399.14289565686,377.77182566428377,"0,0,0,0",40468.262772169066,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-16,3,True,False,unclustered,72308.29785927659,72064.73858853441,44764.7383041594,45340.55248976,68.31622159494361,4550.575043419518,329.9872666666665,20910.318760440132,17008.873193730287,10800.0,10720.538891362465,1200.0,10800.0,2.2737367544323206e-13,44349.39918308699,415.3391210724119,117983.21598333333,54632.169050000004,54302.18178333333,67582.47976670983,3,1,98,144,0.6805555555555556,11541.419683707065,80.14874780352129,"0,0,0,0",44764.7383041594,68.31622159494361,S_none,none,0.0,0.0
q3_info_S_none,2025-03-17,3,True,False,unclustered,68093.62981691168,66157.42894125164,41488.42194490819,43120.23895966067,0.0,3175.9001912621166,1106.4045760020067,20765.672330949536,16748.679590295345,10720.538891362465,10800.0,1268.0467770276325,10800.0,2.2737367544323206e-13,41488.42194490819,0.0,117693.6218,59835.49036666667,58729.085790664656,62981.52874998953,0,0,104,144,0.7222222222222222,14225.547336096563,98.78852316733725,"0,0,0,0",41488.42194490819,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-18,3,True,False,unclustered,76604.76377027706,70404.52279519005,45615.525174241804,49402.002276449646,0.0,3007.0313779163453,2758.4611203696854,18489.85226440707,14976.780334169729,10800.0,10800.0,1336.1783711163976,10800.0,3.410605131648481e-13,45615.525174241804,0.0,117253.42358333334,56127.46521666667,53369.00409629698,67397.49141727369,0,0,110,144,0.7638888888888888,13471.94098036726,93.55514569699487,"0,0,0,0",45615.525174241804,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-19,3,True,False,unclustered,63231.38174424764,65881.9263863134,41071.71196241962,41085.72756240693,0.0,2372.1285563815936,0.0,21285.933578588505,17241.606198656693,10800.0,10800.0,1441.4153099291216,10800.0,1.2434497875801753e-13,41071.71196241962,0.0,117281.55799999999,57816.08755,57816.08755,63509.79782993181,0,0,106,144,0.7361111111111112,10384.714265692099,72.11607128952846,"0,0,0,0",41071.71196241962,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-20,3,True,False,unclustered,72262.71030131054,74172.0959257768,51947.078140753605,53111.662043658944,825.1213727146345,8219.800555245352,507.42121666666634,21719.228049415844,17658.194339503083,10800.0,10727.089311693058,1200.0,10800.0,2.2737367544323206e-13,46465.374557533265,5481.703583220338,117648.38173333334,55439.41991666667,54931.9987,66777.41674324608,7,1,92,144,0.6388888888888888,20466.585332727387,142.12906481060685,"0,0,0,0",51947.078140753605,825.1213727146345,S_none,none,0.0,0.0
q3_info_S_none,2025-03-21,3,True,False,unclustered,64272.55204934394,60885.4115756868,37301.38371628423,39490.53406346531,0.0,25455.829640468044,21183.14919876543,11301.834738475845,9088.866518689189,10727.089311693058,10800.0,4566.5261851851865,10800.0,3.410605131648481e-13,37301.38371628423,0.0,72593.53221666667,60560.0677,39376.91850123457,35429.581935218754,0,0,144,144,1.0,57138.57059794251,396.7956291523785,"0,0,0,0",37301.38371628423,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-22,3,True,False,unclustered,66113.4982314868,62751.5366150683,38514.85670578255,40487.189496140105,0.0,26616.790027184335,18333.60960917728,10104.932870386012,8184.995625012665,10800.0,10800.0,4844.1797962962955,10800.0,2.2737367544323206e-13,38514.85670578255,0.0,71936.92953333333,56055.72979999999,37722.12019082271,36134.74658788396,0,0,143,144,0.9930555555555556,54973.22425961503,381.75850180288217,"0,0,0,0",38514.85670578255,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-23,3,True,False,unclustered,71530.18770494501,66843.74159770555,49570.98677921973,52576.62113863737,1186.3303557857098,4108.324246755567,1592.5088081397403,19528.003183985624,15968.484402056329,10800.0,10632.442418857807,1200.0,10800.0,2.2737367544323206e-13,41789.17898200815,7781.8077972115825,117739.97726666667,58970.25715,57377.748341860264,63921.747706735696,8,1,87,144,0.6041666666666666,18580.822631678908,129.0334904977702,"0,0,0,0",49570.98677921973,1186.3303557857098,S_none,none,0.0,0.0
q3_info_S_none,2025-03-24,3,True,False,unclustered,67776.5679199,65355.960444675904,41136.75152160681,42780.07448008472,0.0,2152.7413960448694,1109.3328759417286,20760.985612252625,16665.596522896652,10632.442418857807,10800.0,1458.203810079923,10800.0,2.2737367544323206e-13,41136.75152160681,0.0,117425.17061666667,59426.67353333333,58317.34065739159,63203.21904863103,0,0,99,144,0.6875,12205.679627054724,84.76166407676891,"0,0,0,0",41136.75152160681,0.0,S_none,none,0.0,0.0
q3_info_S_none,2025-03-25,3,True,False,unclustered,74987.46436412905,70616.66853985639,45757.582431653565,48391.1795596999,253.39440962293216,3940.348352225639,2311.9269666666664,19722.220653464617,16054.55773954427,10800.0,10711.601099735628,1200.0,10800.0,2.2737367544323206e-13,44115.70205411523,1641.8803775383365,118053.16781666667,57103.04310000001,54791.11613333333,66929.71459725368,4,1,94,144,0.6527777777777778,13726.88838661882,95.32561379596403,"0,0,0,0",45757.582431653565,253.39440962293216,S_none,none,0.0,0.0
q3_info_S_none,2025-03-26,3,True,False,unclustered,64930.96443892946,64514.708266110436,45974.719560173544,47345.83432014036,1039.8444284211969,4317.326199523989,1702.1983833333338,21259.239982431565,17316.766737423917,10711.601099735628,10604.06515345302,1200.0,10800.0,2.2737367544323206e-13,39354.36783044273,6620.351729730816,117704.62780000002,62112.07293333332,60409.87454999999,61237.22649500764,13,1,81,144,0.5625,15621.397070288464,108.48192409922544,"0,0,0,0",45974.719560173544,1039.8444284211969,S_none,none,0.0,0.0
