日期,月份,现金费_元,计划购电量_kWh,最终合同量_kWh,调整量_kWh,应急购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,日末储电量_kWh
2025-04-09,2025-04,44763.6263650717,67099.61234940795,69719.215837862,2619.6034884540504,54.08196770658924,18161.468711678615,14731.182670203249,4918.047609820775,10777.341095840478
2025-04-10,2025-04,43357.46742865574,65100.24822190269,65230.77992805537,130.531706152683,230.8468018911725,17557.01524447378,14200.789334280194,5061.277544599134,10800.0
2025-04-11,2025-04,13070.499412808183,30555.392066440043,30746.594205529975,191.2021390899324,297.7955501992925,20363.76804302785,16501.446114545477,2301.2989326521183,10792.451111452312
2025-04-12,2025-04,12976.174777740083,32392.617411421183,31854.91564566089,-537.7017657602889,43.09373423228561,19822.274288484554,16049.248173979573,3113.9820890617525,10800.0
2025-04-13,2025-04,40035.3864679902,61762.00383731765,63595.80366760319,1833.7998302855385,75.15363379195573,19376.388765111682,15694.874899740464,4119.636460743242,10800.0
2025-04-14,2025-04,39168.44411113843,65007.42946948096,60402.81737720451,-4604.612092276449,291.40065502633826,20264.442521569392,16414.19844247121,2786.152580611887,10800.0
2025-04-15,2025-04,39270.313231214226,57055.88507948842,61084.23432468898,4028.349245200558,73.80148979665202,17103.267176779696,13853.646413191556,4256.639761743128,10800.0
2025-04-16,2025-04,41678.4990164677,63666.00440788957,65343.56129468155,1677.5568867919746,154.28161206504734,18591.903056178606,15062.166329900969,4599.932135955883,10796.972384004112
2025-04-17,2025-04,42745.29849883565,57523.03282400318,63266.65657472929,5743.623750726106,109.65225062623801,15209.268676886903,12319.98897484386,4675.426479857432,10796.437554486927
2025-04-18,2025-04,13208.428049298242,31140.144882702538,31575.16779427391,435.0229115713686,185.49580714569933,19850.060360103045,16075.342690721705,3347.4639608860725,10800.0
2025-04-19,2025-04,12809.721253873653,30299.285936361848,31096.90844752064,797.6225111587912,172.53995455784667,20011.542501399854,16216.435183422847,3213.9458871653596,10792.126936345594
2025-04-20,2025-04,40230.302563568395,58714.36080763931,61955.19669547955,3240.8358878402464,260.2507417072415,18142.040573774597,14695.0402946523,4829.49012104256,10792.14090312906
2025-04-21,2025-04,37874.1029818666,63145.50782974059,57840.04597909005,-5305.461850650545,483.65674900577517,18858.30198842185,15297.201301116973,3552.7376974777126,10767.722358134308
2025-04-22,2025-04,41210.73153214569,56538.06259453226,61416.92179617273,4878.859201640472,245.68928956666554,15337.479242281992,12408.728955687646,3955.9412994440345,10783.977058757384
2025-04-23,2025-04,42142.26658488344,55206.73358600655,61374.978456050754,6168.244870044196,242.5998547656169,15403.932059363651,12462.764320966207,4571.79745418048,10800.0
2025-04-24,2025-04,39489.10552715009,56034.797469960984,59023.00563692431,2988.2081669633267,181.34838991666186,17596.60946579369,14253.253667292887,4565.008820011546,10800.0
2025-04-25,2025-04,11192.642838530446,30066.023481570315,29522.304499512433,-543.7189820578799,73.6056841804393,20151.631145208434,16337.084460338112,2429.209808958955,10784.151963645245
2025-04-26,2025-04,12791.129745268008,30070.481925747383,30311.967237064044,241.48531131666448,161.23431236994145,20175.29467729538,16330.144789013615,2659.6505893222043,10797.311852084851
2025-04-27,2025-04,39846.69121406494,55285.9729523055,59920.70866124789,4634.735708942386,226.05119588260692,17539.622281027212,14204.674714508412,3626.8187313528906,10800.0
2025-04-28,2025-04,43913.429788628426,67916.80689199264,68713.94618008309,797.1392880904496,144.96746573377797,18822.77601631923,15246.448573218575,6640.608696234429,10800.0
2025-04-29,2025-04,36446.90484717615,57351.58547617138,58958.14184480328,1606.5563686318997,67.03956153206896,19013.118538250113,15400.62601598259,4334.451288762361,10800.0
2025-04-30,2025-04,35522.72589330832,54814.1649949336,57059.66626118025,2245.501266246657,99.68162007517583,18524.496453526684,15004.842127356618,3723.253825614157,10800.0
2025-05-01,2025-05,45604.43515454072,56986.84479087016,59453.037509240035,2466.1927183698813,1077.9184972381397,20264.627487183294,16640.551169565624,2610.4750513956487,10548.6634389476
2025-05-02,2025-05,17325.17083796564,32123.456710818526,31916.34006958254,-207.11664123598678,823.0225467858976,20404.603009859336,16399.41502388549,1442.265502899354,10691.233899059356
2025-05-03,2025-05,17508.723166166666,31162.747009719675,31199.880093058564,37.13308333888776,1006.841238285804,20334.600766945317,16373.137130379127,1425.519070844981,10800.0
2025-05-04,2025-05,43471.887734058124,61824.18327932025,56989.7656711331,-4834.4176081871465,1329.8242652292183,19025.380890173627,15534.655278621536,1653.6702246212776,10662.114713799003
2025-05-05,2025-05,44392.956516684484,63862.57776132076,63514.534753177184,-348.0430081435816,910.8944796868118,21076.246897733756,16988.108007415816,2981.3722707115007,10755.061357964025
2025-05-06,2025-05,46802.64593855955,55331.08465737838,60469.90971598271,5138.825058604333,1072.2665182200676,18486.677770324844,15112.44755435502,2392.52727349086,10601.462957528584
2025-05-07,2025-05,46776.4277959247,59383.57990150676,63572.698950841266,4189.119049334503,775.5673380932035,17535.176331223916,14108.981729157093,2835.5035294318864,10706.475289900003
2025-05-08,2025-05,45405.18248878362,69177.6597629724,67985.86237381509,-1191.7973891573042,234.7257096379331,19611.509541145962,15801.150489238233,5986.921647615475,10800.0
2025-05-09,2025-05,14998.891470805012,33943.825575174764,34388.443938715296,444.6183635405346,38.629702412993765,19909.532647945998,16126.721444836256,4062.731722020936,10800.0
2025-05-10,2025-05,15820.526622032123,33858.89958446615,34518.91422222574,660.0146377595959,62.21025278558786,19378.481187484886,15696.569761862756,4282.002496612198,10800.0
2025-05-11,2025-05,43155.29016647948,67367.93577206484,66534.93474908634,-833.0010229784953,183.693247407407,20167.89207684601,16335.992582245266,5416.457897378748,10800.0
2025-05-12,2025-05,44284.11947992747,59301.13130585045,64835.04536884741,5533.914062996947,35.27467499999994,14418.18459755926,11678.729524023,5993.139967475976,10800.0
2025-05-13,2025-05,43677.39444868412,69796.36629626181,65810.55976248137,-3985.806533780455,60.802708336113426,18993.18962146801,15384.483593389088,6983.702116344199,10800.0
2025-05-14,2025-05,42987.189427701924,67511.29062071638,66021.70487080028,-1489.5857499160752,12.358281909257055,17501.337834030466,14176.083645564679,6633.523342987552,10800.0
2025-05-15,2025-05,44623.6209502417,65337.563318254506,65147.843858136795,-189.71946011770842,152.29612752190678,16763.754275312596,13578.640963003207,6368.362957203028,10800.0
2025-05-16,2025-05,14468.556699184068,33276.72780574908,32606.24671995663,-670.4810857924517,65.70959416448702,20151.968396273336,16383.793175227871,4401.957206498584,10732.556917503924
2025-05-17,2025-05,15176.911584275678,33766.13331102066,33688.48227392728,-77.65103709337365,75.72569905469973,20579.15755909173,16608.41884861784,3768.616949544285,10800.0
2025-05-18,2025-05,42629.35037396521,70700.81581455356,67695.73775305491,-3005.078061498635,45.34623537037032,20046.256513653305,16237.467776059182,6839.221505899204,10800.0
2025-05-19,2025-05,39569.77797866255,63364.42931426371,61525.58136173593,-1838.8479525277726,138.03698916666667,19354.989514314635,15677.541506594858,5948.575107852308,10800.0
2025-05-20,2025-05,42947.49207423742,62850.19971700964,66064.34844330129,3214.1487262916667,177.42969126666623,17769.49269270118,14410.027889092473,5765.244583911805,10781.401324439426
2025-05-21,2025-05,44165.28906573633,59152.1428691949,64583.30111439858,5431.158245203687,82.49842500000041,16494.200761130134,13344.602060312882,6177.932211786736,10798.84638688668
2025-05-22,2025-05,40479.10232346692,61409.34426208576,62402.91494180311,993.5706797173447,128.869271481481,18730.076312042802,15170.32356095268,5253.65222024964,10800.0
2025-05-23,2025-05,14887.171026345231,32839.08566769704,34060.56967220994,1221.484004512893,17.702258229861457,20146.440155872453,16318.61652625669,4547.014545836043,10800.0
2025-05-24,2025-05,14490.437593805153,33631.555920133585,33190.32587036671,-441.23004976687895,9.570946944444529,20235.571407975367,16390.812840460043,4880.8594265189295,10800.0
2025-05-25,2025-05,39591.57077504752,63924.82712227565,61670.00867337556,-2254.8184489000946,68.03250458397952,18633.57350914575,15093.194542408055,5556.6568100547065,10800.0
2025-05-26,2025-05,46119.78084339202,61006.23263964028,67010.36715203224,6004.134512391962,102.14509297939236,14751.305480637247,11971.374583932073,6504.593729828998,10774.647617093444
2025-05-27,2025-05,41862.57609306788,58482.36851899844,62521.01472596127,4038.646206962832,102.51092899656123,16085.102183289306,13020.034445685655,5876.75817128571,10784.534642403094
2025-05-28,2025-05,41556.98140075442,66356.59877736475,66218.99271498881,-137.60606237595346,24.445249999999987,20655.647133478687,16717.15535628052,5959.557446702663,10800.0
2025-05-29,2025-05,43008.18416744302,64921.466271408164,66265.07913175118,1343.6128603430022,141.94634541887237,18704.846573615647,15150.925724628674,5330.273373121117,10800.0
2025-05-30,2025-05,15080.035569947293,33301.14489757988,33700.4895878271,399.3446902472211,35.96341968536241,19994.12894125759,16195.244442418649,4182.463310848127,10800.0
2025-05-31,2025-05,14683.603985115531,35297.34340527622,33941.59184189692,-1355.7515633792905,43.02072967868588,19716.111066840927,16028.48606414116,4262.982209712766,10735.071
2025-06-01,2025-06,69340.99815993353,80591.57398554237,76344.83052060619,-4246.743464936187,3092.263910817789,22232.71762913356,18488.968837647182,2439.615323533584,10201.21815772334
2025-06-02,2025-06,64957.223789729316,81986.7469995415,72836.24997933126,-9150.497020210234,2629.597356605527,22998.286749945823,18585.403455776075,1252.614619559338,10249.22794847895
2025-06-03,2025-06,63035.257639262374,76422.05384851154,76411.18227421679,-10.871574294765537,2353.766368625419,22850.71608032658,18292.340588974384,3119.177981260753,10490.049544134665
2025-06-04,2025-06,63727.35924485827,86804.93398181841,76085.79521448049,-10719.1387673379,1742.6451055454263,23361.867264978813,19004.217096346736,1723.162221087871,10399.933308897003
2025-06-05,2025-06,61496.02548713829,76439.80677840955,77887.73192805923,1447.925149649695,1461.6857050455908,21820.357483693668,17837.95468579579,2160.1254886453303,10218.305393337083
2025-06-06,2025-06,29155.097766225397,38024.67464987133,39716.53026248832,1691.8556126169976,1689.5098624737177,19125.059736497613,15237.85742754392,777.2470222974185,10499.90645891392
2025-06-07,2025-06,26450.990994873006,42300.96565820099,42830.77500280217,529.8093446011828,1223.3234456579785,14932.220944652558,12112.196333695443,1860.2562000357987,10480.90938277295
2025-06-08,2025-06,58387.04324912316,83186.70201454544,82122.62808516235,-1064.0739293831066,13.297935705229065,21451.63161201847,17088.64005023062,9600.438389095598,10800.0
2025-06-09,2025-06,62560.35618254414,92024.14202421851,87293.41656636503,-4730.725457853471,43.41378333333353,24299.89870133577,19682.917948081973,9022.237231554771,10800.0
2025-06-10,2025-06,63050.67591725404,85769.86323147612,88166.10687829452,2396.2436468184055,0.0,22816.4852469506,18481.35305002999,10022.998356714339,10800.0
2025-06-11,2025-06,67749.4268391954,91721.95136671192,93884.57631034475,2162.6249436328385,23.69948416666682,24391.987962359897,19757.510249511513,10846.914989409674,10800.0
2025-06-12,2025-06,63419.71297874632,89767.45933024352,89940.29635674167,172.8370264981536,125.49716138888868,24296.523174369555,19680.18377123934,10628.683857532003,10800.0
2025-06-13,2025-06,24382.731534543775,44660.89646002367,45506.570247361415,845.6737873377422,10.404983370484427,19124.570599781782,15490.90218582324,7000.151551135396,10800.0
2025-06-14,2025-06,24126.301272532255,45534.34525239854,44861.27967052651,-673.0655818720363,6.741868700509713,18419.307091176233,14919.63874385275,6269.736760173358,10800.0
2025-06-15,2025-06,63529.57061223198,83734.20272351513,88245.8337677205,4511.631044205349,0.0,21891.27908591088,17731.93605958781,11366.326771579708,10800.0
2025-06-16,2025-06,64443.10181631673,87299.79703386902,89320.37050766067,2020.5734737916648,89.4636085078887,23480.689582492574,19019.35856181899,9998.137996897203,10800.0
2025-06-17,2025-06,65756.6691134586,88228.75394182089,90677.26859193224,2448.5146501113554,137.45877391988927,23440.70999144033,18986.975093066667,9581.984163441493,10800.0
2025-06-18,2025-06,64879.72489852548,89851.70891725806,90224.59305156463,372.88413430658375,20.903681851851616,23527.001204223532,19056.870975421065,10962.54023985208,10800.0
2025-06-19,2025-06,61677.72836159929,85048.25047762116,84919.84331537176,-128.40716224939615,22.021429814814923,22160.139695372232,17950.13873906011,10474.593306278774,10799.527126879333
2025-06-20,2025-06,22327.975375911683,43196.14461016272,42621.349634051614,-574.7949761111115,0.0,19332.3763103619,15658.799225584542,7172.30273407991,10800.0
2025-06-21,2025-06,22475.32679178034,43405.42062329587,43690.94150185605,285.520878560184,0.0,19171.388638672724,15528.82479732491,7866.346252980442,10800.0
2025-06-22,2025-06,59585.414985720825,82021.12396410917,83063.02274011652,1041.8987760073423,109.31453020448566,21890.346019666486,17731.18027592985,9562.471479689902,10800.0
2025-06-23,2025-06,59250.58508210815,83530.73238487862,84812.43867655173,1281.7062916731086,65.6993951673943,22446.92107493941,18182.049440036513,10370.04441055266,10799.951811849345
2025-06-24,2025-06,67513.8174078685,94662.259405324,93282.07382417558,-1380.1855811484152,7.561497777777845,24960.415246814704,20217.892980584325,10275.104734973502,10800.0
2025-06-25,2025-06,63265.03778002744,85128.15096618,88396.2597564601,3268.1087902801087,155.93652944444455,22164.95751617291,17953.615588100067,11667.350176227932,10800.0
2025-06-26,2025-06,60571.18907395951,81944.78377879069,85477.14797164896,3532.36419285827,0.0,19806.541704156363,16043.298780366655,12022.446026069487,10800.0
2025-06-27,2025-06,21332.954376141075,43854.587595931625,42203.87501806884,-1650.7125778627956,4.8104614387982565,19082.185116635486,15456.569944474744,6409.429515650472,10800.0
2025-06-28,2025-06,21395.006788576524,42434.34031350371,42381.06296091851,-53.27735258518766,8.022003134777037,20090.20228035529,16273.063847087791,6968.301592146493,10800.0
2025-06-29,2025-06,62287.83758319996,79890.29764926677,85028.93869851809,5138.64104925134,166.50138669565584,20875.017701757664,16908.76433842371,9995.067707867089,10800.0
2025-06-30,2025-06,60891.433056810885,86257.44047755247,87066.6396838869,809.1992063344206,169.66005588522364,23164.929417531155,18805.400702769148,10267.766600086547,10753.546806034545
2025-07-01,2025-07,77471.97105765363,77422.74545522245,81889.59277542701,4466.84732020456,2668.05393876162,19105.81297328544,15663.501243427687,873.4124764941529,10544.888211516234
2025-07-02,2025-07,69140.0575303249,73509.10706875155,75239.66598269308,1730.5589139415451,2302.6327734622537,18386.539840178015,14918.798211058505,497.8122872494608,10516.331610944775
2025-07-03,2025-07,78760.338091966,83443.79130637465,84498.96985304219,1055.1785466675437,2767.2913156019968,21700.251410751847,17467.994340044843,1489.8511752434915,10637.67528057161
2025-07-04,2025-07,33427.642226584685,40983.804333394975,41569.57233929861,585.7680059036371,2275.596435664599,21116.228944779,17188.799586873625,340.2985410164122,10543.615123235348
2025-07-05,2025-07,33127.32928515519,42647.41057418096,43519.98146267453,872.5708884935657,1944.351188593791,20983.874615188288,16886.724727568,765.917225933705,10666.074801829256
2025-07-06,2025-07,76822.97659159705,79836.76994017232,86618.7499179648,6781.979977792473,1186.2199558558034,18366.721350796983,15055.512499742399,2930.8214355826067,10467.776795610542
2025-07-07,2025-07,67965.00678971682,80909.60218869866,78853.11829001919,-2056.483898679457,1811.4585206738286,20294.362136685195,16259.35824500674,2250.3466923489877,10666.749113064174
2025-07-08,2025-07,76019.14259069858,101095.95614133144,97746.54349807891,-3349.4126432525186,0.0,24500.611757623046,19725.56972543243,13365.712172147922,10800.0
2025-07-09,2025-07,74395.75896595407,100908.41843671103,97017.54871827201,-3890.869718439013,0.0,24079.458933816735,19504.361736391555,13761.026780126098,10800.0
2025-07-10,2025-07,72307.54811070111,94199.43032811073,94229.67975283462,30.249424723899267,0.0,23993.796627714662,19434.975268448878,12306.36369982182,10800.0
2025-07-11,2025-07,33424.28425498142,56382.1861683085,55017.901436602944,-1364.284731705555,0.0,19094.76148351191,15466.756801644642,9639.016476360883,10800.0
2025-07-12,2025-07,34853.99900745239,54018.928263187496,56106.40095803219,2087.472694844687,0.0,19050.812300773767,15431.157963626749,10228.557085094762,10800.0
2025-07-13,2025-07,70665.38601027572,99636.43879271272,91686.78073714464,-7949.658055568076,0.0,23201.396749375424,18793.131366994094,12895.139054809631,10800.0
2025-07-14,2025-07,71130.76140295605,95593.37604304314,93213.78378056752,-2379.5922624756204,0.0,22342.020131185523,18097.03630626027,13177.668120195587,10800.0
2025-07-15,2025-07,71531.59017889718,98621.22864292242,93285.42481985636,-5335.803823066059,5.046196815920894,22904.590380134054,18552.718207908583,12489.197501373248,10800.0
2025-07-16,2025-07,72171.60111308793,94631.70281312763,93302.0239272525,-1329.6788858751236,0.0,22971.32009778599,18606.769279206652,12273.504995174637,10800.0
2025-07-17,2025-07,72390.38867788273,92561.23832534201,93995.00842600525,1433.770100663253,0.0,22083.865528035953,17887.931077709123,13772.285337302652,10800.0
