日期,月份,现金费_元,应急购电量_kWh,合同购电量_kWh,充电量_kWh,放电量_kWh,弃购量_kWh,弃光量_kWh,日末储电量_kWh
2025-03-17,2025-03,45941.35151802102,100.93616190476166,74829.59819365077,21553.46581507936,17458.379035714286,7744.416807142857,5232.899335714286,10799.920305
2025-03-18,2025-03,46813.403011358394,549.8014047619042,72857.12672304525,21589.648705055843,17549.30723809524,5680.398687037035,2560.2296071428555,10731.373875
2025-03-19,2025-03,45167.800022031646,167.17499761904747,73201.90022151674,21504.432716784242,17356.82698809524,6820.549335802469,2935.4497046443266,10800.0
2025-03-20,2025-03,45847.00562712189,367.3040333333333,72974.50370164608,21602.758112874777,17498.23407142857,4442.290967372134,2586.0309094944155,10800.0
2025-03-21,2025-03,17753.709184340718,232.23907619047625,32895.80064285714,20214.611441064077,16406.496154761902,2116.931572281014,15169.528343797765,10763.710125
2025-03-22,2025-03,17670.26716405905,59.90346904761896,33691.264442261905,20153.295975896526,16292.398502976186,2897.513471546149,11111.557233509702,10799.0115
2025-03-23,2025-03,43858.039523047904,243.50983571428674,70874.31052430923,21696.891497648438,17573.592463095236,4935.867075808346,3288.9341329952954,10800.0
2025-03-24,2025-03,42977.57291223589,187.0621404761909,70007.44644882422,21024.293702586707,17126.115756595234,4989.510748364787,3308.322811610821,10692.846824999999
2025-03-25,2025-03,45195.63244033561,710.2983201904785,69755.378987184,21333.807427013522,17236.79595838095,3119.1234268371527,2299.417695238095,10741.278
2025-03-26,2025-03,42632.77369773958,146.62571904761876,69770.87359085832,21558.04931416813,17448.368690476185,5885.937960405646,4329.325859141685,10756.446060000002
2025-03-27,2025-03,42636.68565987695,190.67083095238075,69509.94357980599,21078.47564761904,17065.19279057143,4929.774378395064,2040.5677753157001,10765.748819999999
2025-03-28,2025-03,17755.398124568706,284.65189761904776,32536.298647714288,20211.779673721343,16340.715473714283,2675.2195646384503,15452.786014021161,10800.0
2025-03-29,2025-03,16798.22387377214,101.48660952380959,32237.904721428567,20364.42702233979,16495.185888095235,1789.8336263668475,18973.107387007643,10800.0
2025-03-30,2025-03,42391.758436317396,341.8465309523815,67750.29283797766,20734.686890094054,16805.730789976187,5522.851258435922,3294.7123103762506,10788.18399
2025-03-31,2025-03,45324.56656159987,955.379298119045,66903.27329124045,20562.33797345679,16659.703949500003,3702.5341715755444,3302.0949104938277,10783.506
2025-04-01,2025-04,47984.56323857446,1285.6519394523812,67530.0921313639,19931.829866049382,16129.937591499998,2528.51491504997,2276.4853645502653,10800.0
2025-04-02,2025-04,48495.2151257939,1608.357938095239,66987.8851962375,20516.569567989416,16646.312228571427,3471.2689211052343,819.3814738095228,10769.010135
2025-04-03,2025-04,41813.860035269434,267.10428333333385,68270.84571725455,21113.3218026161,17106.88198261905,5439.813523447972,3228.1663904761904,10763.35311
2025-04-04,2025-04,16878.40137491362,202.22330714285704,31676.80045338095,20322.476516754847,16428.26967757143,2523.118273221634,19030.896398118755,10799.948999999999
2025-04-05,2025-04,16751.659600064522,122.96014047619062,31921.81831904762,20344.39475343915,16496.765764285712,1667.458988594947,14485.575498442093,10780.16454
2025-04-06,2025-04,41206.41054431678,159.76999761904733,68032.3362547913,21351.891736860667,17277.18039285714,5305.254713168725,4402.063928571433,10800.0
2025-04-07,2025-04,40209.2375897667,128.72872142857125,67072.67438468547,20978.446453468547,17022.726034309522,5209.824535155793,4793.138868465901,10766.46177
2025-04-08,2025-04,42469.53235469829,490.55419285714197,67555.76997563198,21200.485026278657,17143.511214285714,5959.457161258082,3676.69957857143,10798.5525
2025-04-09,2025-04,44638.649061956254,870.2946951428551,66847.69420899471,20328.125764697237,16513.968323904766,3137.7468773368605,1631.7735693415652,10745.011994999999
2025-04-10,2025-04,41623.9320032425,371.51960952380807,67034.34575943563,21221.218823162846,17143.251242261904,6192.706650558496,2674.5532375,10796.052
2025-04-11,2025-04,16590.164910423096,194.6691547619048,31100.675933333336,20274.37725291005,16455.04474285714,2315.3824198118773,19843.979991563785,10759.60848
2025-04-12,2025-04,16082.670382298234,35.85951190476122,31623.43389419047,19945.386748971196,16119.410898666669,2530.895174750144,16277.261831040563,10800.0
2025-04-13,2025-04,40128.519509437174,278.7916166666666,65213.12970928864,21036.03301916519,17040.23974552381,4706.822963932982,2512.946605047617,10798.83
2025-04-14,2025-04,39581.423277369584,256.8648571428573,64916.27740673132,21142.85333312757,17124.658199833335,5137.807911699002,3489.1074188809525,10800.0
2025-04-15,2025-04,39160.853795948526,62.31642354761823,65275.93346243386,20996.510541181655,17007.173538357143,6258.715537918866,4950.768511904763,10800.0
2025-04-16,2025-04,40367.594049608706,396.89678138095275,64621.46106269841,20176.332183480295,16355.582518619043,3336.2150173133487,2081.801211904761,10785.8295
2025-04-17,2025-04,38587.02165618338,88.09366057142783,64301.405930452675,20774.77856196355,16826.76784419048,4671.996256584359,2901.150266666665,10786.72149
2025-04-18,2025-04,15981.729125079555,168.14884778571326,30918.763935190473,20085.989467754254,16257.700809880953,2726.431669459141,18178.07527231041,10800.0
2025-04-19,2025-04,15677.141301508333,163.51614047619069,30315.20220238095,20217.967034450325,16399.155861904765,2576.006560552615,17299.22135975896,10774.88604
2025-04-20,2025-04,39169.05947272423,355.3700761904775,63686.41851866548,20303.13145255731,16459.062140071426,4671.261780393889,3568.712618642856,10759.857525
2025-04-21,2025-04,38372.807475592315,137.0374785714281,64064.72398348029,20664.487471869477,16757.811485714286,5787.858785420343,5990.316307142857,10738.10571
2025-04-22,2025-04,38441.4147313124,347.23162380952397,62466.481319988234,19773.67509406231,16001.819509190474,3755.884885116401,3133.043157142857,10754.61384
2025-04-23,2025-04,38059.720320693974,121.06176190476178,63539.583315990596,20110.45018965314,16248.617109619046,4348.507512051736,4050.3877691428556,10800.0
2025-04-24,2025-04,37379.0573914683,62.38352857142844,62460.26737404468,20187.57386243386,16355.758028571428,4998.661799706057,6602.066569047616,10795.752
2025-04-25,2025-04,14447.366741725717,14.373592857142807,29377.911573809524,20056.908663021746,16312.178328047616,2022.0350987413308,21625.162082951207,10722.327210000001
2025-04-26,2025-04,15859.261175483867,329.8353077380965,29505.825134809522,20149.669811405052,16275.638821738092,1579.6427969723725,24311.79302257496,10772.986905
2025-04-27,2025-04,38609.704806721464,792.4110591122881,59375.816854174016,19577.244649941204,15833.25638095238,4024.134701440331,3826.633759523811,10800.0
2025-04-28,2025-04,54151.31673287964,3192.6183362142838,60234.17139100528,16877.93319162257,13677.099635214287,2711.602785097002,892.3860690476174,10793.3625
2025-04-29,2025-04,38442.039136955376,486.7454785714287,61471.96912545561,19522.78790731922,15811.44507142857,4086.46661575544,6727.691435714284,10795.599315
2025-04-30,2025-04,37424.46369289844,238.12135652381141,61102.03225773074,18862.27646493239,15319.140591095234,4700.632861845974,4839.530445238094,10750.38081
2025-05-01,2025-05,44235.33767572454,1466.5117196428573,60227.79184121105,18867.92627454438,15634.613689880951,2824.204385714287,4625.407790476191,10359.721468333333
2025-05-02,2025-05,30712.835824133974,2846.8610924047616,29878.37525230952,18978.95619288653,15200.585286238093,653.8831690476192,14002.662185684894,10551.242834999997
2025-05-03,2025-05,21160.68536862047,1119.031109809526,30249.377208023812,20665.864261669598,16564.809996452375,1122.1014544973555,17278.080948118757,10745.176230000001
2025-05-04,2025-05,42393.11878862922,907.1061998095238,62842.98687219282,19711.04103647854,16117.873326380954,3033.044640476191,5389.213388095237,10576.365022407408
2025-05-05,2025-05,46532.22761810072,1775.7548011666645,63657.81734344502,19367.052152821863,15645.193546452383,4543.495378718402,2092.211359523809,10623.163575
2025-05-06,2025-05,43250.03326680156,1118.101369047619,63052.089261052315,19617.723577160486,15932.278025499998,3968.3664934156423,3646.2962183571403,10576.583655
2025-05-07,2025-05,44157.469344372235,1114.6103783333326,64396.6695819224,20490.136319664896,16471.38812642857,3130.421881305115,3294.2639357142866,10716.163980000001
2025-05-08,2025-05,44298.11492916858,494.0745928571428,67847.79812004702,20488.124669429744,16520.834495238094,5716.936286331571,2831.133852380952,10798.99341
2025-05-09,2025-05,18736.45218540122,101.97538333333335,33953.21951433334,19627.63380952381,15897.477454714284,4235.377885185186,17590.274807671954,10800.0
2025-05-10,2025-05,20065.284604503104,251.84322976190663,33888.58195714285,19235.7837962963,15583.883325,4021.4767777777724,14346.002654497353,10796.7795
2025-05-11,2025-05,42896.90534521209,195.1202714285717,68780.79115220459,20686.6947388595,16753.324288476193,5856.724594297473,3701.7372956190493,10800.0
2025-05-12,2025-05,42838.473524399335,167.0708809523814,69430.03903337184,20683.536547589647,16753.66460354762,6093.79403578219,7642.248701166664,10800.0
2025-05-13,2025-05,42377.17827676938,13.921726190476079,69427.21016143444,20599.21471193415,16685.363916666665,7973.000933421519,4425.067392269255,10800.0
2025-05-14,2025-05,42852.10512373733,79.75804047619057,69701.93770708406,20410.87868018812,16532.81173095238,7667.516872134037,5221.963142857145,10800.0
2025-05-15,2025-05,43305.45992183934,333.4133523809527,68689.41726510876,19748.139450323328,15995.992954761903,7915.670294297466,4589.955544297478,10800.0
2025-05-16,2025-05,17978.61233190952,21.700280952380957,32870.437290476184,19255.40380270429,15688.408376190477,3987.095440593769,22622.540170987646,10698.29856
2025-05-17,2025-05,20472.127343838212,485.20525490475956,33346.19651266666,19514.668094914752,15722.135163380954,3401.0857437683726,16188.98400893592,10792.460775
2025-05-18,2025-05,42867.47610474756,299.658792857143,67494.95488362727,18488.317201793063,14968.751630952378,6808.598534215166,3790.2814714285732,10800.0
2025-05-19,2025-05,41508.633189767774,88.60333333333335,67144.95260943563,19230.84734567901,15576.98635,9317.00262089947,6747.475776190478,10800.0
2025-05-20,2025-05,41585.05397150067,242.7261119047613,66330.01880373308,19249.900786654907,15607.996126190475,4989.280981363903,3414.164457142855,10782.692790000001
2025-05-21,2025-05,41620.20698185932,232.66152380952337,66848.6512946796,18739.00704685479,15185.50751895238,6473.031990505584,5692.166016747794,10775.012999999999
2025-05-22,2025-05,40505.85707861256,92.72839285714261,65709.85328571429,18717.4203234274,15138.622161976193,6309.18376228689,5097.9689381666685,10800.0
2025-05-23,2025-05,17956.173000106664,107.07995000000005,32603.180511904757,19876.46619517931,16099.937618095239,4165.510292110525,18347.272709376834,10800.0
2025-05-24,2025-05,18279.61780464881,34.32521904761904,33232.236530952374,19426.007954144618,15735.066442857142,4655.668140299817,21165.450715079372,10800.0
2025-05-25,2025-05,40582.3593934713,50.27473571428584,66290.62329538506,19004.345708406814,15393.520023809522,7658.998834597296,6526.0633285714275,10800.0
2025-05-26,2025-05,43603.224359529166,709.0098605714303,64907.4707696355,17755.434542886527,14415.92361323809,5492.0373148442095,2205.0994357142836,10762.198185000001
2025-05-27,2025-05,41100.36151420009,45.22736190476209,66879.14959911816,19052.056158348023,15404.121654761904,8482.048712198708,5404.0264452380925,10793.358
2025-05-28,2025-05,41287.72417903571,239.40878571428556,65913.80176904763,18485.00095825984,14966.872976190472,6140.968667930631,4220.289804761902,10800.0
2025-05-29,2025-05,41126.37791291442,307.0451285714284,65292.1142457084,19104.294173750728,15474.478280738096,5218.972791005292,2640.2471902619063,10800.0
2025-05-30,2025-05,18453.577406212622,212.78055238095254,32579.060250000002,19240.369698589056,15584.699455857137,3611.7933665490937,18928.143926433273,10800.0
2025-05-31,2025-05,18750.920630891484,214.06877623809675,32852.13361428572,19419.252868841853,15802.180273761902,4363.800673104055,16696.147572339803,10719.3495
2025-06-01,2025-06,82183.19896997427,8099.713749047618,67334.71731487359,16541.986383921216,13920.910560476186,698.0862452380962,890.4426952380938,10139.458845
2025-06-02,2025-06,72464.48384136152,6563.078545184891,69655.55118386242,19898.524095737805,16020.91760954762,2147.6856642857133,1552.5301285714268,10247.110965
2025-06-03,2025-06,56590.26140398911,2998.3585915952403,71999.95695241122,21721.36403900647,17381.89463309524,1538.6531833333324,927.8261214285709,10483.12234111111
2025-06-04,2025-06,58366.7386863091,3000.9417055238096,73982.09141942828,20973.297957642564,17041.688282690477,1353.8493451190443,2052.31328821429,10423.8813
2025-06-05,2025-06,56769.53245400297,2127.776929119047,76784.14560938094,22123.320883333334,17980.832466,1773.560023809524,1846.5560806904778,10356.167355000001
2025-06-06,2025-06,39685.41436315169,4096.58009564286,35683.420411452375,19084.91510958259,15222.113035761904,647.7310983245145,4414.4719349500365,10619.132024999999
2025-06-07,2025-06,30402.004874833954,1916.9725928571447,37073.350300190476,19424.118379365078,15809.94424028571,1642.7741182245725,2606.8614690770128,10534.233855
2025-06-08,2025-06,59817.94476698666,17.094178571428472,93752.94240714284,25124.62188950617,20111.754200000003,14915.478741446206,8656.766888095235,10800.0
2025-06-09,2025-06,59195.42220587289,143.9248238095243,92394.45954447384,24622.18891828336,19943.97302380952,11929.276895238096,4998.178845238095,10800.0
2025-06-10,2025-06,59146.10816028519,45.14106428571438,92624.34476475601,24616.442295708395,19939.318259523807,12159.069783333332,4214.847776190474,10800.0
2025-06-11,2025-06,62685.64203129486,676.8822904761902,93637.42784344502,24500.35590534979,19845.28828333333,12017.48529047619,1557.3109047619037,10800.0
2025-06-12,2025-06,60707.627540573565,19.977804761904267,94833.65634047618,24833.33333333333,20115.0,13723.704809523811,3959.2045690476148,10800.0
2025-06-13,2025-06,28639.293664925128,41.031426190476324,48130.052226114334,16193.427014667841,13116.675881880954,9143.296190593766,7605.722628924163,10800.0
2025-06-14,2025-06,28429.83832888665,0.0,48332.63156376396,16043.16458480305,12994.963313690474,8672.253598059964,10418.83394459142,10800.0
2025-06-15,2025-06,60247.31763612571,0.0,94145.33379047617,24819.277407407404,20103.6147,15149.024725925925,3653.672023809523,10800.0
2025-06-16,2025-06,61079.30359717142,66.81265952380937,94932.49869761904,24833.33333333333,20114.999999999996,14030.689576190478,3556.235630952378,10800.0
2025-06-17,2025-06,61299.68316555214,235.7709071428576,94450.42493095237,24833.33333333333,20114.999999999996,11161.894354761906,4168.956933333331,10800.0
2025-06-18,2025-06,61395.51127486857,0.0,95708.01699523808,24833.33333333333,20115.0,14341.23653333333,5720.056228571428,10800.0
2025-06-19,2025-06,61036.720099850514,88.45429285714233,94682.94221716636,25059.036769547318,20297.819783333332,15664.317573809523,6086.357749999998,10800.0
2025-06-20,2025-06,27611.829242147047,0.0,46897.064719523805,15352.268567901232,12435.33754,9161.567702292768,12417.985139329805,10800.0
2025-06-21,2025-06,27402.758216720278,0.0,46679.17249078042,16599.65856452087,13445.723437261906,10058.118312845385,14132.378650676073,10800.0
2025-06-22,2025-06,58882.92568948048,57.37773333333325,92138.47669523809,24833.33333333333,20115.0,14311.434247619047,5708.745747619047,10800.0
2025-06-23,2025-06,58754.26264067262,66.89166666666665,92045.87724047617,24806.60921810699,20093.353466666667,15260.44967236919,5077.777483333333,10800.0
2025-06-24,2025-06,63232.06802385817,1090.0545270714292,90962.82196099353,24005.548249941206,19444.49408245238,9929.783875338037,1293.246195238094,10800.0
2025-06-25,2025-06,59424.96273075813,306.5490073333333,91274.8818457378,24365.062104409164,19735.700304571426,13121.65150085244,3392.9961857142866,10800.0
2025-06-26,2025-06,58665.84452832856,12.617835714285775,91697.33470476189,24833.33333333333,20114.999999999996,14941.614535714285,4502.620838095236,10800.0
2025-06-27,2025-06,25759.712434475474,6.108192857142967,44293.002226190474,17010.961916519685,13778.87915238095,8416.929247766018,12878.452540476195,10800.0
2025-06-28,2025-06,25764.222540204573,60.36608333333372,44289.272330214284,17040.373466519693,13802.702507880953,8216.605391005289,11118.43594723692,10800.0
2025-06-29,2025-06,58012.180944063795,102.32630476190488,90816.89034047618,24774.952299147557,20067.71136230952,11438.845786566724,5505.361388499999,10800.0
2025-06-30,2025-06,59696.19601463952,347.72369523809533,91304.40357142856,24775.695,20094.6933,12165.009807142857,4928.431776190477,10770.6885
2025-07-01,2025-07,65488.747464367254,2131.285885714285,92216.45855085243,24310.53967942387,19831.188065833332,6293.173803928574,4708.674985714284,10615.520804999998
2025-07-02,2025-07,63613.42199694875,2228.883883333333,88849.82092378012,24017.29637139917,19534.86840533333,6629.775526190477,7061.734948190472,10525.6782
2025-07-03,2025-07,65135.689212643745,2768.855943761906,86865.24885784832,23378.004529276892,18819.178196714285,2656.2293904761914,2658.630145238095,10655.68428
2025-07-04,2025-07,32388.79688701559,2348.7058887380945,41330.06637657143,20959.402135302757,17048.137096595234,859.4128864491485,10027.226873486188,10576.771649999999
2025-07-05,2025-07,32921.04756636988,2094.61908452381,42290.94477928571,20902.595081746036,16860.238045714283,697.3528743974146,10855.773986713692,10655.509394999997
2025-07-06,2025-07,69244.33825177459,3788.1680436904758,83658.16904644328,21637.9381797766,17731.857930119044,2268.3262904761905,1477.9489999999987,10427.58939
2025-07-07,2025-07,57199.51069804137,1541.445664285713,82938.59036233422,22514.332100881835,18008.822543214286,2881.888311904763,3683.155390380951,10680.685455
2025-07-08,2025-07,61863.03401982135,134.7256261904759,96153.19791954733,22912.67205764256,18451.881276190477,12557.811157142856,3697.934590476192,10800.0
2025-07-09,2025-07,61098.6857523623,66.81169523809533,95267.80343635156,22772.437609494413,18445.674463690477,12556.787128571428,4392.33984054762,10800.0
2025-07-10,2025-07,61572.384158754474,10.686073809523805,95963.4614738154,23116.653370958255,18724.489230476192,13843.857567142859,4884.50245666667,10800.0
2025-07-11,2025-07,32634.404558200476,62.41296428571462,53348.53372857143,19092.29840975896,15464.76171190476,8858.246446678426,8406.386398324516,10800.0
2025-07-12,2025-07,32477.052974519287,45.69166190476233,53348.23307857143,18853.436898883007,15271.283888095237,8695.177123574369,10032.351272780717,10800.0
2025-07-13,2025-07,61467.74924811224,0.0,96004.70803048206,22596.887942386824,18303.479233333335,15711.982511904764,6731.59640952381,10800.0
2025-07-14,2025-07,60279.343507100275,4.819047619047581,94700.3572530238,22374.967459523807,18123.72364221428,13875.245366666666,4771.0079,10800.0
2025-07-15,2025-07,61502.50910232692,239.7895012142832,94342.97236945239,21787.697076190474,17648.034631714283,12648.93850278572,5045.110340071426,10800.0
2025-07-16,2025-07,60360.569152186814,201.36952619047617,93644.03064987242,22324.575826396238,18082.90641938095,11982.284773809522,5486.882611904763,10800.0
2025-07-17,2025-07,60655.31951294209,254.29119285714273,93243.39007548735,22064.92364291593,17872.588150761905,13298.597557142855,3286.3321523809527,10800.0
2025-07-18,2025-07,31868.319257339048,30.14744761904751,52731.5851952381,18552.336916519685,15027.39290238095,9150.367840858316,8812.172687860088,10800.0
2025-07-19,2025-07,31844.668803180233,0.0,52810.81596428572,18810.533518518518,15236.53215,8609.07049338624,13444.925052380951,10800.0
2025-07-20,2025-07,59561.26570683838,120.59056904761917,92596.55469405644,22122.960242151672,17919.597796142854,12600.95719761905,3822.8474028095247,10800.0
2025-07-21,2025-07,60778.594867660686,90.88898809523812,94416.91614335684,22381.51144811875,18129.024272976185,12402.186673809523,3863.381932499997,10800.0
2025-07-22,2025-07,60960.66400498096,306.5290976190478,93660.64146442857,22403.495057142856,18146.830996285713,12978.465159523807,2936.8967249999987,10800.0
2025-07-23,2025-07,61009.6887196318,172.09082380952407,94606.13120088095,22412.50434047619,18154.128515785713,12603.57948571429,3699.719597619048,10800.0
2025-07-24,2025-07,61924.58207793581,397.12944602381026,94329.1649262619,22411.832247619048,18153.58412057143,12580.722097619046,4270.852147619046,10800.0
2025-07-25,2025-07,31467.133132480234,17.911183333333042,52179.410252380956,18929.890191064074,15333.211054761903,9648.327039829514,12446.99569291593,10800.0
2025-07-26,2025-07,32096.208887360714,14.291128571428644,52907.37610714285,18830.67827160494,15252.8494,9851.748900382132,11022.997897060546,10800.0
2025-07-27,2025-07,62174.93152069955,606.7913357142854,93125.92984695325,22451.22651278659,18185.49347535714,13429.884297619048,2351.914047619048,10800.0
2025-07-28,2025-07,62002.19275424309,550.510995238096,93290.73490833334,21994.708004761902,17815.713483857144,10336.455068380954,1370.9190809523811,10800.0
2025-07-29,2025-07,62127.318617134515,304.77600404761995,95216.91297886537,22179.875047912992,17965.69878880952,12928.664511904766,2309.6022619047603,10800.0
2025-07-30,2025-07,61482.33216438747,69.26709523809598,95747.74797780716,22373.25838018812,18122.33928795238,13117.060073666667,4345.781857142854,10800.0
2025-07-31,2025-07,61366.81642604106,146.27067857142868,95289.63156743092,22461.853224573777,18194.101111904765,13483.73152142857,2989.422345238099,10800.0
2025-08-01,2025-08,30934.657907015,0.0,51517.82270952381,19282.885020576134,15619.136866666664,9094.570469606115,17508.144419341563,10800.0
2025-08-02,2025-08,30814.448819137855,0.0,51112.49488095238,18938.13017048795,15339.885438095238,9278.876678865374,17308.348536360958,10800.0
2025-08-03,2025-08,57683.30842758181,13.940659523809416,90875.45196411904,22491.018445238093,18217.724940642856,13964.963297619046,9811.655838095236,10800.0
2025-08-04,2025-08,55492.73502912641,65.42515476190516,87650.76537147854,21783.706629335684,17647.538819761903,11167.972354761903,6996.395278571427,10796.959499999999
2025-08-05,2025-08,53742.99431108047,98.05060476190488,84816.74501116459,22137.507477307467,17928.644606619055,9527.774278571425,6025.848733333332,10800.0
2025-08-06,2025-08,55523.22832690425,896.2757813809528,82375.22400144502,21302.6145648736,17299.76698204762,6811.097776190478,4343.155157142855,10750.389795000001
