variant,date,period,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh
q4_2,2025-12-21,4:00-8:00,21.679444444445025,811.0977976190477,10800.0,10800.0
q4_2,2025-12-21,8:00-12:00,5901.399345238095,6330.802159523811,10800.0,10800.0
q4_2,2025-12-21,12:00-16:00,5271.563170739312,1908.1996807988444,10800.0,10800.0
q4_2,2025-12-21,16:00-20:00,0.0,5632.417383333332,10800.0,10800.0
q4_2,2025-12-21,20:00-24:00,10335.282777777775,2739.161666666667,10800.0,10800.0
q4_3,2025-03-20,0:00-4:00,136.8989711934172,185.1226333333335,10800.0,10800.0
q4_3,2025-03-20,4:00-8:00,117.40455082304658,6305.660730555557,10800.0,10800.0
q4_3,2025-03-20,8:00-12:00,4328.077455555556,2336.358202777778,10800.0,10800.0
q4_3,2025-03-20,12:00-16:00,6463.6833734218835,142.91955763839178,10800.0,10800.0
q4_3,2025-03-20,16:00-20:00,88.66978703703657,6898.833252034322,10800.0,10800.0
q4_3,2025-03-20,20:00-24:00,10178.843199013567,1395.1032666666667,10800.0,10800.0
q4_3,2025-06-21,0:00-4:00,473.2188833333335,6681.818150589618,10800.0,10800.0
q4_3,2025-06-21,4:00-8:00,1504.5899416666668,1479.4218194444443,10800.0,10800.0
q4_3,2025-06-21,8:00-12:00,8097.796076276619,0.0,10800.0,10800.0
q4_3,2025-06-21,12:00-16:00,0.0,0.0,10800.0,10800.0
q4_3,2025-06-21,16:00-20:00,38.795301783264016,5080.590644444443,10800.0,10800.0
q4_3,2025-06-21,20:00-24:00,8929.571419753083,2183.7864,10800.0,10800.0
q4_3,2025-09-23,0:00-4:00,34.292407407407694,27.776849999999968,10800.0,10800.0
q4_3,2025-09-23,4:00-8:00,61.52602880658523,6613.2318902414645,10800.0,10800.0
q4_3,2025-09-23,8:00-12:00,6197.0188144270505,1414.453430555555,10800.0,10800.0
q4_3,2025-09-23,12:00-16:00,3979.3521525503306,298.63296245465483,10800.0,10800.0
q4_3,2025-09-23,16:00-20:00,155.44656995884884,6035.619872222223,10800.0,10800.0
q4_3,2025-09-23,20:00-24:00,10430.202140603564,2505.1338666666666,10800.0,10800.0
q4_3,2025-12-21,0:00-4:00,39.6583333333333,49.683599999999956,10800.0,10800.0
q4_3,2025-12-21,4:00-8:00,21.679444444445025,824.5737833333335,10800.0,10800.0
q4_3,2025-12-21,8:00-12:00,5919.29518611111,6328.413830617865,10800.0,10800.0
q4_3,2025-12-21,12:00-16:00,5270.5761034083835,1910.8081305595886,10800.0,10800.0
q4_3,2025-12-21,16:00-20:00,0.0,5632.417999999998,10800.0,10800.0
q4_3,2025-12-21,20:00-24:00,10335.283539094646,2739.161666666667,10800.0,10800.0
