date,slot,base_contract_kwh,risk_reserve_kwh,contract_kwh,actual_load_kw,actual_pv_kw,pv_to_load_kwh,contract_to_load_kwh,pv_to_charge_kwh,contract_to_charge_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_contract_kwh,soc_start_kwh,soc_end_kwh,cash_cost_yuan
2025-02-01,13,501.90576666666664,34.02698333333334,535.9327499999999,2604.5438,0.0,0.0,434.0906333333333,0.0,0.0,0.0,0.0,0.0,101.84211666666664,10800.0,10800.0,230.07592957499998
2025-02-01,14,514.9269333333333,42.095799999999976,557.0227333333332,2943.3655,0.0,0.0,490.5609166666666,0.0,0.0,0.0,0.0,0.0,66.4618166666666,10800.0,10800.0,240.8566298933333
2025-02-01,15,507.54333333333335,31.918333333333294,539.4616666666666,3019.32,0.0,0.0,503.22,0.0,0.0,0.0,0.0,0.0,36.24166666666656,10800.0,10800.0,235.58290983333328
2025-02-01,16,497.95935,25.597950000000004,523.5572999999999,2844.4369,0.0,0.0,474.07281666666665,0.0,0.0,0.0,0.0,0.0,49.48448333333329,10800.0,10800.0,227.64271404
2025-02-01,17,501.06135,33.16369166666656,534.2250416666666,2768.3064,0.0,0.0,461.38439999999997,0.0,0.0,0.0,0.0,0.0,72.84064166666661,10800.0,10800.0,231.58655556249997
2025-02-01,18,514.0583333333333,29.74333333333334,543.8016666666666,2861.65,0.0,0.0,476.94166666666666,0.0,0.0,0.0,0.0,0.0,66.85999999999996,10800.0,10800.0,236.93438616666663
2025-02-01,19,521.0511333333333,26.60915,547.6602833333333,2900.3973,0.0,0.0,483.39955,0.0,0.0,0.0,0.0,0.0,64.26073333333329,10800.0,10800.0,239.54660792999996
2025-02-01,20,519.49595,21.530416666666646,541.0263666666666,2919.6115,0.0,0.0,486.6019166666666,0.0,0.0,0.0,0.0,0.0,54.42444999999998,10800.0,10800.0,236.48262486999997
2025-02-01,21,512.1099999999999,33.064999999999976,545.1749999999998,2993.09,0.0,0.0,498.84833333333336,0.0,0.0,0.0,0.0,0.0,46.32666666666648,10800.0,10800.0,237.4782299999999
2025-02-01,22,505.44893333333334,47.41790000000007,552.8668333333334,3109.8584,0.0,0.0,518.3097333333333,0.0,0.0,0.0,0.0,0.0,34.557100000000105,10800.0,10800.0,240.66293255000002
2025-02-01,23,513.3439333333333,34.87321666666662,548.21715,3054.8008,0.0,0.0,509.13346666666666,0.0,0.0,0.0,0.0,0.0,39.08368333333328,10800.0,10800.0,239.02267739999996
2025-02-01,24,526.1366666666667,38.61166666666652,564.7483333333332,2901.7,0.0,0.0,483.6166666666666,0.0,0.0,0.0,0.0,0.0,81.1316666666666,10800.0,10800.0,247.2468203333333
2025-02-01,25,520.9297333333333,35.47378333333343,556.4035166666667,2947.1208,0.0,0.0,491.1868,0.0,0.0,0.0,0.0,0.0,65.21671666666674,10800.0,10800.0,244.87318768500003
2025-02-01,26,521.7471499999999,33.00444999999998,554.7515999999999,3027.8717,0.0,0.0,504.64528333333334,0.0,0.0,0.0,0.0,0.0,50.1063166666666,10800.0,10800.0,243.48047723999997
2025-02-01,27,535.505,42.27500000000001,577.78,3033.47,0.0,0.0,505.57833333333326,0.0,0.0,0.0,0.0,0.0,72.20166666666671,10800.0,10800.0,252.143192
2025-02-01,28,545.0266999999999,40.80664999999999,585.8333499999999,3019.3858,0.0,0.0,503.23096666666663,0.0,0.0,0.0,0.0,0.0,82.60238333333325,10800.0,10800.0,257.35659065499993
2025-02-01,29,552.6248357142856,31.89264000000003,584.5174757142856,3017.0819,0.0014,0.00023333333333333333,502.84675000000004,0.0,0.0,0.0,0.0,0.0,81.6707257142856,10800.0,10800.0,258.4736277608571
2025-02-01,30,552.055,28.323333333333267,580.3783333333332,2997.85,0.0,0.0,499.64166666666665,0.0,0.0,0.0,0.0,0.0,80.73666666666657,10800.0,10800.0,255.07627749999995
2025-02-01,31,534.5888666666666,30.516733333333377,565.1056,2932.7015,0.0,0.0,488.78358333333335,0.0,0.0,0.0,0.0,0.0,76.32201666666663,10800.0,10800.0,244.86025648
2025-02-01,32,534.8786023809523,35.190414285714255,570.0690166666666,2991.1125,0.0199,0.0033166666666666665,498.51543333333336,0.0,0.0,0.0,0.0,0.0,71.55358333333322,10800.0,10800.0,253.0536364983333
2025-02-01,33,560.185,34.73833333333338,594.9233333333333,3175.34,0.0,0.0,529.2233333333334,0.0,0.0,0.0,0.0,0.0,65.69999999999993,10800.0,10800.0,255.87652566666662
2025-02-01,34,579.5323999999999,39.56273666666655,619.0951366666665,3284.4619,0.0,0.0,547.4103166666666,0.0,0.0,0.0,0.0,0.0,71.68481999999983,10800.0,10800.0,229.87002424433328
2025-02-01,35,0.01270647493827977,51.316421428571516,51.32912790350979,3187.3644,0.2774,0.04623333333333333,51.32912790350979,0.0,0.0,0.0,479.8520387631568,0.0,0.0,10800.0,10266.831068040938,29.29866620732339
2025-02-01,36,0.0,38.87333333333345,38.87333333333345,3065.9,0.0,0.0,38.87333333333345,0.0,0.0,0.0,472.1099999999999,0.0,0.0,10266.831068040938,9742.264401374272,35.37084600000011
2025-02-01,37,0.0,21.505514285714344,21.505514285714344,3211.1231,0.0,0.0,21.505514285714344,0.0,0.0,0.0,513.6816690476189,0.0,0.0,9742.264401374272,9171.506991321363,20.146365782857195
2025-02-01,38,0.0,36.5453761904761,36.5453761904761,3203.9961,3.8641,0.6440166666666667,36.5453761904761,0.0,0.0,0.0,496.80995714285723,0.0,0.0,9171.506991321363,8619.495927829299,32.006440467618965
2025-02-01,39,0.0,34.418333333333365,34.418333333333365,3027.12,0.0,0.0,34.418333333333365,0.0,0.0,0.0,470.10166666666663,0.0,0.0,8619.495927829299,8097.160742644114,30.147018166666694
2025-02-01,40,0.0,28.910499999999992,28.910499999999992,3117.3221,0.0,0.0,28.910499999999992,0.0,0.0,0.0,490.6431833333333,0.0,0.0,8097.160742644114,7552.001650051521,24.865921049999994
2025-02-01,41,0.0,35.1567,35.1567,3398.49,89.6095,14.934916666666666,35.1567,0.0,0.0,0.0,516.3233833333333,0.0,0.0,7552.001650051521,6978.309001903373,29.67928614
2025-02-01,42,0.0,23.56690476190487,23.56690476190487,3652.75,340.5,56.75,23.56690476190487,0.0,0.0,0.0,528.4747619047617,0.0,0.0,6978.309001903373,6391.114822009194,19.64065842857152
2025-02-01,43,0.0,32.7963666666667,32.7963666666667,3703.2843,615.936,102.656,32.7963666666667,0.0,0.0,0.0,481.76168333333317,0.0,0.0,6391.114822009194,5855.8240627499345,26.538819906666696
2025-02-01,44,0.0,34.132933333333426,34.132933333333426,3572.3788,884.9275,147.48791666666665,34.132933333333426,0.0,0.0,0.0,413.7756166666665,0.0,0.0,5855.8240627499345,5396.0733775647495,27.210774453333407
2025-02-01,45,0.0,45.40464285714279,45.40464285714279,3477.22,1140.675,190.11249999999998,45.40464285714279,0.0,0.0,0.0,344.0195238095239,0.0,0.0,5396.0733775647495,5013.829462220834,34.707308999999945
2025-02-01,46,0.0,50.987021428571474,50.987021428571474,3654.0022,1388.0797,231.34661666666665,50.987021428571474,0.0,0.0,0.0,326.6667285714285,0.0,0.0,5013.829462220834,4650.866430474803,35.17594608357146
2025-02-01,47,0.0,21.343188095238094,21.343188095238094,3841.4201,1674.452,279.07533333333333,21.343188095238094,0.0,0.0,0.0,339.8181619047619,0.0,0.0,4650.866430474803,4273.290695025067,18.35514176190476
2025-02-01,48,0.0,25.615476190476176,25.615476190476176,3803.65,2004.1125,334.01874999999995,25.615476190476176,0.0,0.0,0.0,274.3074404761905,0.0,0.0,4273.290695025067,3968.5046500515223,29.757498690476172
2025-02-01,49,0.0,27.892333333333227,27.892333333333227,3545.4639,2332.1065,388.6844166666666,27.892333333333227,0.0,0.0,0.0,174.3339000000002,0.0,0.0,3968.5046500515223,3774.8003167181887,32.58661303333321
2025-02-01,50,0.0,27.200092857142863,27.200092857142863,3411.349,2632.5934,438.7655666666667,27.200092857142863,0.0,0.0,0.0,102.59250714285713,0.0,0.0,3774.8003167181887,3660.808642115014,29.800421734285717
2025-02-01,51,0.0,53.8568452380952,53.8568452380952,3445.37,2927.6625,487.94374999999997,53.8568452380952,0.0,0.0,0.0,32.42773809523808,0.0,0.0,3660.808642115014,3624.777822009194,58.429291398809475
2025-02-01,52,0.0,35.24961428571434,35.24961428571434,3467.1139,3251.299,541.8831666666666,35.24961428571434,0.0,0.0,0.0,0.7195357142856764,0.0,0.0,3624.777822009194,3623.97833788221,37.39984075714291
2025-02-01,53,0.0,38.18379999999994,38.18379999999994,3894.4802,3519.7566,586.6261,38.18379999999994,0.0,0.0,0.0,24.270133333333398,0.0,0.0,3623.97833788221,3597.011523067395,39.82570339999994
2025-02-01,54,0.0,50.27666666666671,50.27666666666671,4422.76,3731.7,621.9499999999999,50.27666666666671,0.0,0.0,0.0,64.90000000000002,0.0,0.0,3597.011523067395,3524.9004119562837,52.08662666666672
2025-02-01,55,0.0,43.26176428571413,43.26176428571413,4267.5205,3992.5758,665.4293,43.26176428571413,0.0,0.0,0.0,2.562352380952426,0.0,0.0,3524.9004119562837,3522.0533537552255,43.897712220714126
2025-02-01,56,0.0,25.516750000000076,25.516750000000076,4190.1702,4378.3332,698.3616999999999,0.0,31.360500000000002,25.516750000000076,56.877250000000075,0.0,0.0,0.0,3522.0533537552255,3573.242878755226,25.317719350000075
2025-02-01,57,0.0,38.22958333333327,38.22958333333327,4418.32,4788.525,736.3866666666665,0.0,61.70083333333332,38.22958333333327,99.93041666666659,0.0,0.0,0.0,3573.242878755226,3663.1802537552257,37.08269583333327
2025-02-01,58,0.0,51.16929761904778,51.16929761904778,4399.2754,5029.9241,733.2125666666667,0.0,105.10811666666666,51.16929761904778,156.27741428571443,0.0,0.0,0.0,3663.1802537552257,3803.8299266123686,48.211712216666825
2025-02-01,59,0.0,37.96061904761882,37.96061904761882,4182.7342,5203.9177,697.1223666666666,0.0,170.19725000000005,37.96061904761882,208.15786904761887,0.0,0.0,0.0,3803.8299266123686,3991.1720087552258,36.32451636666645
2025-02-01,60,0.0,49.92196428571424,49.92196428571424,4071.53,5364.1125,678.5883333333334,0.0,215.4304166666666,49.92196428571424,265.3523809523808,0.0,0.0,0.0,3991.1720087552258,4229.989151612369,49.8071437678571
2025-02-01,61,0.0,44.568497619047776,44.568497619047776,4268.5932,5471.099,711.4322,0.0,200.41763333333336,44.568497619047776,244.98613095238113,0.0,0.0,0.0,4229.989151612369,4450.476669469512,44.20749278833349
2025-02-01,62,0.0,62.002359523809595,62.002359523809595,4240.2423,5601.7634,706.70705,0.0,226.92018333333328,62.002359523809595,288.9225428571429,0.0,0.0,0.0,4450.476669469512,4710.50695804094,59.447862311428636
2025-02-01,63,0.0,62.88839285714281,62.88839285714281,4001.96,5755.3125,666.9933333333333,0.0,292.22541666666666,62.88839285714281,355.1138095238095,0.0,0.0,0.0,4710.50695804094,5030.109386612368,60.05212633928567
2025-02-01,64,0.0,40.65681428571421,40.65681428571421,4072.3226,5878.849,678.7204333333333,0.0,301.0877333333334,40.65681428571421,341.74454761904764,0.0,0.0,0.0,5030.109386612368,5337.6794794695115,40.00223957571421
2025-02-01,65,0.0,37.813388095238224,37.813388095238224,4068.783,6128.0874,678.1305,0.0,343.2174,37.813388095238224,381.0307880952382,0.0,0.0,0.0,5337.6794794695115,5680.607188755226,30.212897088095342
2025-02-01,66,0.0,32.23154761904758,32.23154761904758,3917.55,6361.65,652.925,0.0,407.3499999999999,32.23154761904758,439.5815476190475,0.0,0.0,0.0,5680.607188755226,6076.230581612369,16.196352678571408
2025-02-01,67,0.0,37.24818571428583,37.24818571428583,3946.1661,6277.0669,657.69435,0.0,388.4834666666666,37.24818571428583,425.7316523809524,0.0,0.0,0.0,6076.230581612369,6459.389068755227,17.365104180000056
2025-02-01,68,0.0,52.43612619047599,52.43612619047599,3936.6103,6308.0507,656.1017166666666,0.0,395.24006666666673,52.43612619047599,447.6761928571427,0.0,0.0,0.0,6459.389068755227,6862.2976423266555,26.254768383571328
2025-02-01,69,0.0,48.359166666666624,48.359166666666624,3927.21,6594.375,654.535,0.0,444.52750000000003,48.359166666666624,492.88666666666666,0.0,0.0,0.0,6862.2976423266555,7305.895642326655,23.34296974999998
2025-02-01,70,0.0,57.15096190476197,57.15096190476197,4153.2513,6817.8939,692.20855,0.0,444.10710000000006,57.15096190476197,501.25806190476203,0.0,0.0,0.0,7305.895642326655,7757.027898040941,27.346735271428603
2025-02-01,71,0.0,61.31865714285716,61.31865714285716,4080.8969,6770.5009,680.1494833333334,0.0,448.2673333333332,61.31865714285716,509.5859904761904,0.0,0.0,0.0,7757.027898040941,8215.655289469512,28.58675796000001
2025-02-01,72,439.59482142857155,63.94910714285727,503.5439285714288,3840.2,6603.9375,640.0333333333333,0.0,460.6229166666667,372.71041666666656,833.3333333333333,0.0,0.0,130.83351190476225,8215.655289469512,8965.655289469512,223.17066914285724
2025-02-01,73,453.6025166666668,106.12454523809507,559.7270619047619,4061.0483,6632.8992,676.8413833333333,0.0,428.6418166666666,404.69151666666664,833.3333333333333,0.0,0.0,155.0355452380952,8965.655289469512,9715.655289469512,246.89560700619046
2025-02-01,74,0.0,106.97741904761915,106.97741904761915,3978.5628,6536.8864,663.0938,0.0,426.38726666666673,106.97741904761915,533.3646857142859,0.0,0.0,0.0,9715.655289469512,10195.68350661237,48.685423408571474
2025-02-01,75,226.43611302329916,93.49124999999988,319.92736302329905,3564.13,6314.475,594.0216666666666,0.0,458.39083333333326,213.07193709736737,671.4627704307006,0.0,0.0,106.85542592593168,10195.68350661237,10800.0,142.78358211729835
2025-02-01,76,478.8297214285715,65.82354666666681,544.6532680952383,3606.685,6312.5866,601.1141666666666,0.0,0.0,0.0,0.0,0.0,0.0,544.6532680952383,10800.0,10800.0,224.01588916757152
2025-02-01,77,0.0,66.68400952380944,66.68400952380944,3800.0122,6353.9385,633.3353666666667,0.0,0.0,0.0,0.0,0.0,0.0,66.68400952380944,10800.0,10800.0,37.88985421142853
2025-02-01,78,0.0,85.85202380952371,85.85202380952371,3832.09,6313.35,638.6816666666666,0.0,0.0,0.0,0.0,0.0,0.0,85.85202380952371,10800.0,10800.0,71.07689051190468
2025-02-01,79,0.0,72.44832142857149,72.44832142857149,3716.2454,6246.1375,619.3742333333332,0.0,0.0,0.0,0.0,0.0,0.0,72.44832142857149,10800.0,10800.0,62.56637038571434
2025-02-01,80,0.0,68.63054761904762,68.63054761904762,3639.0264,6175.373,606.5044,0.0,0.0,0.0,0.0,0.0,0.0,68.63054761904762,10800.0,10800.0,57.759468876190475
2025-02-01,81,0.0,48.24279761904775,48.24279761904775,3642.08,6103.6875,607.0133333333333,0.0,0.0,0.0,0.0,0.0,0.0,48.24279761904775,10800.0,10800.0,41.57564298809535
2025-02-01,82,0.0,76.72742857142869,76.72742857142869,3637.91,5992.7643,606.3183333333333,0.0,0.0,0.0,0.0,0.0,0.0,76.72742857142869,10800.0,10800.0,66.16206165714296
2025-02-01,83,0.0,81.92284523809515,81.92284523809515,3749.5633,5691.8061,624.9272166666666,0.0,0.0,0.0,0.0,0.0,0.0,81.92284523809515,10800.0,10800.0,73.94356011190467
2025-02-01,84,0.0,64.33994047619049,64.33994047619049,3849.87,5251.125,641.645,0.0,0.0,0.0,0.0,0.0,0.0,64.33994047619049,10800.0,10800.0,62.75717794047621
2025-02-01,85,0.0,62.98965714285714,62.98965714285714,3676.3403,4893.7405,612.7233833333332,0.0,0.0,0.0,0.0,0.0,0.0,62.98965714285714,10800.0,10800.0,63.00225507428571
2025-02-01,86,0.0,50.894628571428555,50.894628571428555,3619.6065,4617.2194,603.26775,0.0,0.0,0.0,0.0,0.0,0.0,50.894628571428555,10800.0,10800.0,50.782660388571415
2025-02-01,87,0.0,42.244642857142935,42.244642857142935,3664.87,4364.4,610.8116666666666,0.0,0.0,0.0,0.0,0.0,0.0,42.244642857142935,10800.0,10800.0,43.38947267857151
2025-02-01,88,0.0,46.08706666666656,46.08706666666656,3429.7385,4104.4044,571.6230833333333,0.0,0.0,0.0,0.0,0.0,0.0,46.08706666666656,10800.0,10800.0,50.26255490666655
2025-02-01,89,0.0,89.96981666666647,89.96981666666647,3327.5652,3890.1686,554.5942,0.0,0.0,0.0,0.0,0.0,0.0,89.96981666666647,10800.0,10800.0,84.35570010666649
2025-02-01,90,0.0,65.48857142857157,65.48857142857157,3473.54,3688.35,578.9233333333333,0.0,0.0,0.0,0.0,0.0,0.0,65.48857142857157,10800.0,10800.0,43.83804971428581
2025-02-01,91,48.75417380952376,27.491564285714198,76.24573809523795,3562.932,3392.3571,565.39285,28.429149999999936,0.0,0.0,0.0,0.0,0.0,47.81658809523802,10800.0,10800.0,50.322187142857054
2025-02-01,92,95.57235476190488,34.891180952380935,130.4635357142858,3620.2202,3032.6158,505.4359666666667,97.9340666666667,0.0,0.0,0.0,0.0,0.0,32.5294690476191,10800.0,10800.0,94.15553372500005
2025-02-01,93,101.76446428571427,39.396488095238055,141.16095238095232,3651.93,2703.825,450.63749999999993,141.16095238095232,0.0,0.0,0.0,16.856547619047717,0.0,0.0,10800.0,10781.270502645502,103.16042399999996
2025-02-01,94,137.40601666666652,26.687169047619058,164.09318571428557,3580.7319,2481.7698,413.62829999999997,164.09318571428557,0.0,0.0,0.0,19.067164285714426,0.0,0.0,10781.270502645502,10760.084764550264,123.62780611714274
2025-02-01,95,193.12892857142845,22.007721428571358,215.1366499999998,3420.6657,2255.8374,375.9729,194.13805000000002,0.0,20.998599999999783,20.998599999999783,0.0,0.0,0.0,10760.084764550264,10778.983504550264,168.30140129499983
2025-02-01,96,243.27976190476193,31.55970238095233,274.83946428571426,3292.5,1973.5875,328.93125,219.81875000000002,0.0,23.35166161081765,23.35166161081765,0.0,0.0,31.669052674896584,10778.983504550264,10800.0,221.38318848214283
2025-02-01,97,278.26188333333334,16.973195238095247,295.2350785714286,3324.4944,1687.0443,281.17404999999997,272.90835000000004,0.0,0.0,0.0,0.0,0.0,22.326728571428532,10800.0,10800.0,244.18893348642857
2025-02-01,98,332.1813547619047,23.603309523809457,355.78466428571414,3354.2164,1442.6491,240.44151666666667,318.5945499999999,0.0,0.0,0.0,0.0,0.0,37.19011428571423,10800.0,10800.0,303.09295550499985
2025-02-01,99,405.7137499999999,29.300238095238,435.0139880952379,3378.64,1214.175,202.36249999999998,360.7441666666666,0.0,0.0,0.0,0.0,0.0,74.26982142857128,10800.0,10800.0,382.42079693452365
2025-02-01,100,454.91876428571425,16.726083333333396,471.64484761904765,3481.7178,933.1142,155.5190333333333,424.76726666666667,0.0,0.0,0.0,0.0,0.0,46.87758095238098,10800.0,10800.0,425.6123104914286
2025-02-01,101,438.4858261904762,8.925949999999933,447.41177619047613,3196.9081,640.2688,106.71146666666667,426.10654999999997,0.0,0.0,0.0,0.0,0.0,21.305226190476162,10800.0,10800.0,409.96341052333327
2025-02-01,102,404.3425595238095,36.847380952380995,441.1899404761905,2680.68,358.2375,59.70625,387.07374999999996,0.0,0.0,0.0,0.0,0.0,54.116190476190525,10800.0,10800.0,408.71836085714284
2025-02-01,103,442.43840476190474,41.32691428571436,483.7653190476191,2601.2611,95.3846,15.897433333333334,417.64608333333337,0.0,0.0,0.0,0.0,0.0,66.11923571428571,10800.0,10800.0,457.7387448828572
2025-02-01,104,459.75558333333333,26.81389999999995,486.56948333333327,2638.6848,0.0,0.0,439.7808,0.0,0.0,0.0,0.0,0.0,46.78868333333327,10800.0,10800.0,474.01599066333324
2025-02-01,105,444.7633333333333,23.95666666666678,468.7200000000001,2616.82,0.0,0.0,436.13666666666666,0.0,0.0,0.0,0.0,0.0,32.58333333333343,10800.0,10800.0,462.25166400000006
2025-02-01,106,452.5755642857142,35.5594142857142,488.1349785714284,2675.971,4.1367,0.68945,445.3057166666666,0.0,0.0,0.0,0.0,0.0,42.82926190476178,10800.0,10800.0,476.4197390857141
2025-02-01,107,219.9433999999976,25.239921428571392,245.183321428569,2639.3558,0.0,0.0,245.183321428569,0.0,0.0,0.0,194.70931190476426,0.0,0.0,10800.0,10583.656320105818,263.3759238785688
2025-02-01,108,0.0,38.23833333333323,38.23833333333323,2570.82,0.0,0.0,38.23833333333323,0.0,0.0,0.0,390.2316666666668,0.0,0.0,10583.656320105818,10150.065579365077,47.08285983333321
2025-02-01,109,0.0,15.602261904761935,15.602261904761935,2725.1073,0.297,0.049499999999999995,15.602261904761935,0.0,0.0,0.0,438.53278809523806,0.0,0.0,10150.065579365077,9662.806925925923,19.598001178571465
2025-02-01,110,0.0,35.10301666666661,35.10301666666661,2833.5919,0.0,0.0,35.10301666666661,0.0,0.0,0.0,437.1623,0.0,0.0,9662.806925925923,9177.071037037034,43.69272484499993
2025-02-01,111,0.0,24.530000000000047,24.530000000000047,2725.01,0.0,0.0,24.530000000000047,0.0,0.0,0.0,429.6383333333333,0.0,0.0,9177.071037037034,8699.695111111108,30.77288500000006
2025-02-01,112,0.0,41.13896428571425,41.13896428571425,2510.2571,0.0213,0.0035499999999999998,41.13896428571425,0.0,0.0,0.0,377.23366904761906,0.0,0.0,8699.695111111108,8280.546589947087,51.514211078571385
2025-02-01,113,0.0,47.60976666666662,47.60976666666662,2484.4934,0.0,0.0,47.60976666666662,0.0,0.0,0.0,366.47246666666666,0.0,0.0,8280.546589947087,7873.354960317458,61.32614044333328
2025-02-01,114,0.0,37.448333333333416,37.448333333333416,2592.83,0.0,0.0,37.448333333333416,0.0,0.0,0.0,394.6899999999999,0.0,0.0,7873.354960317458,7434.810515873013,50.42792566666678
2025-02-01,115,0.0,35.32281666666669,35.32281666666669,2544.0862,0.0015,0.00025,35.32281666666669,0.0,0.0,0.0,388.69129999999996,0.0,0.0,7434.810515873013,7002.931293650791,47.76704497833337
2025-02-01,116,0.0,33.47813333333336,33.47813333333336,2654.4748,0.0,0.0,33.47813333333336,0.0,0.0,0.0,408.9343333333333,0.0,0.0,7002.931293650791,6548.55981216931,45.0113502666667
2025-02-01,117,0.0,36.52833333333334,36.52833333333334,2902.48,0.0,0.0,36.52833333333334,0.0,0.0,0.0,447.2183333333333,0.0,0.0,6548.55981216931,6051.6505529100505,49.251151833333346
2025-02-01,118,0.0,41.84944999999993,41.84944999999993,2887.1068,0.0,0.0,41.84944999999993,0.0,0.0,0.0,439.3350166666667,0.0,0.0,6051.6505529100505,5563.500534391532,56.45490804999991
2025-02-01,119,0.0,39.59748611111111,39.59748611111111,2668.5956,0.0,0.0,39.59748611111111,0.0,0.0,0.0,405.16844722222226,0.0,0.0,5563.500534391532,5113.313370811285,53.349693037499996
2025-02-01,120,0.0,33.73833333333323,33.73833333333323,2508.57,0.0,0.0,33.73833333333323,0.0,0.0,0.0,384.3566666666668,0.0,0.0,5113.313370811285,4686.250407848322,45.486020999999866
2025-02-01,121,0.0,34.455516666666725,34.455516666666725,2620.4431,0.0,0.0,34.455516666666725,0.0,0.0,0.0,402.2849999999999,0.0,0.0,4686.250407848322,4239.267074514988,46.55973967166674
2025-02-01,122,0.0,36.30683333333339,36.30683333333339,2716.1871,0.0,0.0,36.30683333333339,0.0,0.0,0.0,416.39101666666664,0.0,0.0,4239.267074514988,3776.6103893298027,48.65115666666674
2025-02-01,123,0.0,33.786666666666704,33.786666666666704,2699.81,0.0,0.0,33.786666666666704,0.0,0.0,0.0,416.1816666666666,0.0,0.0,3776.6103893298027,3314.186315255729,45.57483466666672
2025-02-01,124,0.0,28.71810000000005,28.71810000000005,2730.4002,0.0,0.0,28.71810000000005,0.0,0.0,0.0,426.3485999999999,0.0,0.0,3314.186315255729,2840.4656485890623,40.067493120000066
2025-02-01,125,0.0,22.1568166666666,22.1568166666666,2724.0742,0.0,0.0,22.1568166666666,0.0,0.0,0.0,431.85555000000005,0.0,0.0,2840.4656485890623,2360.6261485890623,27.088924056666585
2025-02-01,126,517.75,27.460000000000036,545.21,2756.43,0.0,0.0,459.405,0.0,85.80500000000006,85.80500000000006,0.0,0.0,0.0,2360.6261485890623,2437.8506485890625,508.78997200000003
2025-02-01,127,503.43444999999997,32.246683333333294,535.6811333333333,2984.5246,0.0,0.0,497.4207666666667,0.0,38.260366666666584,38.260366666666584,0.0,0.0,0.0,2437.8506485890625,2472.2849785890626,485.75565170666664
2025-02-01,128,470.0101666666667,28.76236666666667,498.77253333333334,3019.6988,0.0,0.0,498.77253333333334,0.0,0.0,0.0,4.510600000000011,0.0,0.0,2472.2849785890626,2467.273200811285,467.3997409866667
2025-02-01,129,459.46166666666664,54.35500000000002,513.8166666666666,2865.34,0.0,0.0,477.5566666666667,0.0,36.259999999999934,36.259999999999934,0.0,0.0,0.0,2467.273200811285,2499.907200811285,481.4975983333333
2025-02-01,130,482.57188333333335,31.413333333333412,513.9852166666667,2874.8157,0.0,0.0,479.13595,0.0,34.84926666666672,34.84926666666672,0.0,0.0,0.0,2499.907200811285,2531.271540811285,507.3548073716667
2025-02-01,131,471.31835,42.730633333333415,514.0489833333335,2701.2246,0.0,0.0,450.2041,0.0,63.844883333333485,63.844883333333485,0.0,0.0,0.0,2531.271540811285,2588.731935811285,399.1076306600001
