variant,date,period,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh
q3,2025-03-20,8:00-12:00,4337.4144896287,2777.3772166666668,10800.0,10800.0
q3,2025-03-20,12:00-16:00,5878.897292775326,288.288470769907,10800.0,10800.0
q3,2025-03-20,16:00-20:00,157.37549775554646,5592.065237734638,10800.0,10800.0
q3,2025-03-20,20:00-24:00,10639.832102514083,2942.430184383793,10800.0,10800.0
q3,2025-06-21,0:00-4:00,0.0,0.0,10800.0,10800.0
q3,2025-06-21,4:00-8:00,344.4560775303312,1382.91905,10800.0,10800.0
q3,2025-06-21,8:00-12:00,1362.85139160547,0.0,10800.0,10800.0
q3,2025-06-21,12:00-16:00,0.0,0.0,10800.0,10800.0
q3,2025-06-21,16:00-20:00,0.0,4034.891734253086,10800.0,10800.0
q3,2025-06-21,20:00-24:00,7238.440498920996,1828.2450698729222,10800.0,10800.0
q3,2025-09-23,0:00-4:00,0.0,0.0,10800.0,10800.0
q3,2025-09-23,4:00-8:00,26.185914763739333,6210.832980461428,10800.0,10800.0
q3,2025-09-23,8:00-12:00,6293.081099999999,1896.6157166666662,10800.0,10800.0
q3,2025-09-23,12:00-16:00,4188.231151607453,403.62481763257495,10800.0,10800.0
q3,2025-09-23,16:00-20:00,0.0,5017.265949914303,10800.0,10800.0
q3,2025-09-23,20:00-24:00,9208.245461416984,2441.4128738334566,10800.0,10800.0
q3,2025-12-21,0:00-4:00,134.99241197732312,379.4269953012506,10800.0,10693.352378216387
q3,2025-12-21,4:00-8:00,836.7457301759919,1831.8966063038374,10800.0,10693.352378216387
q3,2025-12-21,8:00-12:00,5069.55512526585,7215.7842935391,10800.0,10693.352378216387
q3,2025-12-21,12:00-16:00,8156.258716449047,2072.909211789069,10800.0,10693.352378216387
q3,2025-12-21,16:00-20:00,19.304284154242737,6199.782073768446,10800.0,10693.352378216387
q3,2025-12-21,20:00-24:00,10587.408614956646,2487.638234116626,10800.0,10693.352378216387
q4_2,2025-03-20,0:00-4:00,75.93589284350439,61.50807320324111,10800.0,10800.0
q4_2,2025-03-20,4:00-8:00,1586.4388479032718,4411.393342027193,10800.0,10800.0
q4_2,2025-03-20,8:00-12:00,6316.452763011425,2777.3772166666668,10800.0,10800.0
q4_2,2025-03-20,12:00-16:00,1286.6063422052925,254.72278333333304,10800.0,10800.0
q4_2,2025-03-20,16:00-20:00,14.640116113158228,6376.557400441044,10800.0,10800.0
q4_2,2025-03-20,20:00-24:00,10587.04305188719,2210.8059656392397,10800.0,10800.0
q4_2,2025-06-21,0:00-4:00,590.5307818930013,478.3299333333333,10800.0,10800.0
q4_2,2025-06-21,4:00-8:00,504.1657624609312,1382.91905,10800.0,10800.0
q4_2,2025-06-21,8:00-12:00,1203.1417066748709,0.0,10800.0,10800.0
q4_2,2025-06-21,12:00-16:00,0.0,0.0,10800.0,10800.0
q4_2,2025-06-21,16:00-20:00,5.670543822989316,4078.261218022406,10800.0,10800.0
q4_2,2025-06-21,20:00-24:00,7216.158947784512,1771.420670179669,10800.0,10800.0
q4_2,2025-09-23,0:00-4:00,0.0,0.0,10800.0,10800.0
q4_2,2025-09-23,4:00-8:00,0.0,7504.975004490731,10800.0,10800.0
q4_2,2025-09-23,8:00-12:00,3878.6307239338394,1138.4139621759352,10800.0,10800.0
q4_2,2025-09-23,12:00-16:00,5513.245974782329,604.2836789885793,10800.0,10800.0
q4_2,2025-09-23,16:00-20:00,514.182530531687,6069.246851406202,10800.0,10800.0
q4_2,2025-09-23,20:00-24:00,10730.72648347597,1398.876930244851,10800.0,10800.0
q4_2,2025-12-21,0:00-4:00,134.99241197732312,379.4269953012506,10800.0,10691.211159851864
q4_2,2025-12-21,4:00-8:00,205.75561224605383,1082.197098635161,10800.0,10691.211159851864
q4_2,2025-12-21,8:00-12:00,5388.559410294484,7464.607303154318,10800.0,10691.211159851864
q4_2,2025-12-21,12:00-16:00,7137.31162206357,1495.7300387402333,10800.0,10691.211159851864
q4_2,2025-12-21,16:00-20:00,15.479855349308309,6281.247707509587,10800.0,10691.211159851864
q4_2,2025-12-21,20:00-24:00,10585.029483440507,2403.0748130434877,10800.0,10691.211159851864
q4_3,2025-03-20,0:00-4:00,75.93589284350439,61.50807320324111,10800.0,10800.0
q4_3,2025-03-20,4:00-8:00,174.199294489948,5561.8910191444575,10800.0,10800.0
q4_3,2025-03-20,8:00-12:00,4337.414489928869,2777.3772166666668,10800.0,10800.0
q4_3,2025-03-20,12:00-16:00,5878.897283027818,288.2884629206213,10800.0,10800.0
q4_3,2025-03-20,16:00-20:00,93.7282985084181,6267.291656140496,10800.0,10800.0
q4_3,2025-03-20,20:00-24:00,10633.852387762825,2210.8059656392397,10800.0,10800.0
q4_3,2025-06-21,0:00-4:00,590.5307818930028,478.3299333333333,10800.0,10800.0
q4_3,2025-06-21,4:00-8:00,490.08745853344215,1382.91905,10800.0,10800.0
q4_3,2025-06-21,8:00-12:00,1217.220010602361,0.0,10800.0,10800.0
q4_3,2025-06-21,12:00-16:00,0.0,0.0,10800.0,10800.0
q4_3,2025-06-21,16:00-20:00,5.026168209295406,4095.2023208029277,10800.0,10800.0
q4_3,2025-06-21,20:00-24:00,7237.7182651025505,1771.420670179669,10800.0,10800.0
q4_3,2025-09-23,0:00-4:00,0.0,0.0,10800.0,10800.0
q4_3,2025-09-23,4:00-8:00,26.185914763739333,6210.833455510506,10800.0,10800.0
q4_3,2025-09-23,8:00-12:00,6293.081099999999,1896.6157166666662,10800.0,10800.0
q4_3,2025-09-23,12:00-16:00,4188.231730499514,403.624811486065,10800.0,10800.0
q4_3,2025-09-23,16:00-20:00,367.0180905651903,5755.444166781514,10800.0,10800.0
q4_3,2025-09-23,20:00-24:00,8800.94968164725,1670.6097287105624,10800.0,10800.0
q4_3,2025-12-21,0:00-4:00,134.99241197732312,379.4269953012506,10800.0,10691.211013657046
q4_3,2025-12-21,4:00-8:00,5.437651084810909,1166.0973196857385,10800.0,10691.211013657046
q4_3,2025-12-21,8:00-12:00,5069.55512526585,7208.224036093342,10800.0,10691.211013657046
q4_3,2025-12-21,12:00-16:00,7487.1136417025045,1530.9017012443687,10800.0,10691.211013657046
q4_3,2025-12-21,16:00-20:00,19.304284154242737,6199.782073768446,10800.0,10691.211013657046
q4_3,2025-12-21,20:00-24:00,10585.02932100182,2487.638234116626,10800.0,10691.211013657046
