variant,date,interval,emergency_kwh
q2,2025-06-21,19:40-19:50,3.2174166666666393
q2,2025-06-21,20:20-20:30,31.588333333333367
q2,2025-09-23,00:40-00:50,14.12371666666661
q2,2025-09-23,02:10-02:20,17.36376666666672
q2,2025-09-23,04:50-05:00,14.939999999999827
q2,2025-09-23,05:00-05:10,35.242445238095236
q2,2025-09-23,05:50-06:00,12.121726190476124
q2,2025-09-23,06:00-06:10,22.61567380952379
q2,2025-09-23,06:10-06:20,34.954185714285664
q2,2025-09-23,06:20-06:30,35.80898809523812
q2,2025-09-23,06:30-06:40,20.56081190476192
q2,2025-09-23,07:00-07:10,5.182364285714243
q2,2025-09-23,09:30-09:40,34.0806666666665
q2,2025-09-23,09:40-09:50,13.978433333333214
q2,2025-09-23,10:00-10:10,3.388966666666647
q2,2025-09-23,14:20-14:30,63.75833333333344
q2,2025-09-23,14:30-14:40,110.36301142857076
q2,2025-09-23,14:40-14:50,94.41920307178691
q2,2025-09-23,14:50-15:00,98.36952380952403
q2,2025-09-23,15:50-16:00,40.17357142857145
q2,2025-09-23,16:00-16:10,14.127488095237823
q2,2025-09-23,16:20-16:30,14.535297619047412
q2,2025-09-23,16:30-16:40,4.576373809523943
q2,2025-09-23,18:10-18:20,19.116395238095325
q2,2025-09-23,18:50-19:00,10.293333333333408
q2,2025-09-23,19:20-19:30,0.7850000000000819
q2,2025-09-23,19:50-20:00,8.79833333333329
q2,2025-09-23,20:00-20:10,44.39444999999989
q2,2025-09-23,20:20-20:30,31.00499999999988
q2,2025-09-23,20:50-21:00,58.15833333333353
q2,2025-09-23,21:00-21:10,15.207166666666808
q2,2025-09-23,21:20-21:30,29.019999999999982
q2,2025-12-21,03:00-03:10,7.535766666666632
q2,2025-12-21,03:30-03:40,18.368900000000053
q2,2025-12-21,03:40-03:50,48.928999999999974
q2,2025-12-21,10:30-10:40,13.495776190475908
q2,2025-12-21,10:40-10:50,29.792919047619307
q2,2025-12-21,18:20-18:30,4.813333333333389
q2,2025-12-21,18:30-18:40,17.97911666666664
q2,2025-12-21,18:50-19:00,26.51833333333343
q2,2025-12-21,19:20-19:30,1.0733333333333803
q2,2025-12-21,19:40-19:50,16.32714999999996
q2,2025-12-21,19:50-20:00,35.19666666666649
q2,2025-12-21,20:30-20:40,13.554899999999975
q3,2025-03-20,00:20-00:30,1.9400000000000546
q3,2025-03-20,01:00-01:10,29.81305000000009
q3,2025-03-20,01:10-01:20,45.993033333333415
q3,2025-03-20,01:20-01:30,43.6733333333334
q3,2025-03-20,01:30-01:40,6.81158333333326
q3,2025-03-20,03:10-03:20,29.492166666666662
q3,2025-03-20,03:20-03:30,16.231666666666683
q3,2025-03-20,03:30-03:40,5.3517333333333
q3,2025-03-20,03:40-03:50,17.534383333333267
q3,2025-03-20,03:50-04:00,12.783333333333417
q3,2025-03-20,05:10-05:20,1.1530333333332692
q3,2025-03-20,06:00-06:10,18.63249722222221
q3,2025-03-20,06:10-06:20,3.105577777777796
q3,2025-03-20,06:30-06:40,14.14285555555557
q3,2025-03-20,06:40-06:50,33.28911944444445
q3,2025-03-20,06:50-07:00,21.50676666666675
q3,2025-03-20,08:00-08:10,38.688436111110946
q3,2025-03-20,08:10-08:20,98.89972222222218
q3,2025-03-20,08:20-08:30,83.36245833333362
q3,2025-03-20,08:30-08:40,52.68424444444429
q3,2025-03-20,08:40-08:50,43.96221388888921
q3,2025-03-20,08:50-09:00,62.49705000000017
q3,2025-03-20,09:00-09:10,68.25292777777781
q3,2025-03-20,09:10-09:20,38.63813888888899
q3,2025-03-20,09:30-09:40,1.351894444444497
q3,2025-03-20,09:40-09:50,39.49612222222186
q3,2025-03-20,09:50-10:00,45.20708333333323
q3,2025-03-20,14:10-14:20,18.553900000000112
q3,2025-03-20,14:20-14:30,29.018641666666554
q3,2025-03-20,15:50-16:00,52.15281666666681
q3,2025-03-20,16:00-16:10,25.614144444444435
q3,2025-03-20,17:20-17:30,10.542416666666767
q3,2025-03-20,18:50-19:00,48.386666666666656
q3,2025-03-20,19:00-19:10,10.877183333333278
q3,2025-03-20,20:00-20:10,21.01825000000008
q3,2025-03-20,20:10-20:20,22.318366666666634
q3,2025-03-20,20:20-20:30,3.3333333333333712
q3,2025-03-20,21:10-21:20,10.986899999999878
q3,2025-03-20,21:20-21:30,8.46333333333348
q3,2025-03-20,21:30-21:40,14.517866666666691
q3,2025-06-21,01:20-01:30,1.6983333333332666
q3,2025-06-21,01:50-02:00,1.2433333333333394
q3,2025-06-21,02:20-02:30,9.356666666666683
q3,2025-06-21,02:50-03:00,38.25
q3,2025-06-21,03:00-03:10,25.44635000000006
q3,2025-06-21,03:10-03:20,20.74154999999996
q3,2025-06-21,03:20-03:30,26.021666666666647
q3,2025-06-21,04:00-04:10,39.69651944444449
q3,2025-06-21,04:10-04:20,24.83657222222223
q3,2025-06-21,04:40-04:50,11.150880555555545
q3,2025-06-21,04:50-05:00,16.545083333333345
q3,2025-06-21,05:00-05:10,3.58221944444443
q3,2025-06-21,05:10-05:20,9.203561111111007
q3,2025-06-21,06:10-06:20,0.9079944444442845
q3,2025-06-21,06:20-06:30,7.7250583333333225
q3,2025-06-21,06:50-07:00,11.196166666666443
q3,2025-06-21,18:50-19:00,28.851249999999983
q3,2025-06-21,19:00-19:10,32.99429999999995
q3,2025-06-21,19:40-19:50,3.2174166666666393
q3,2025-06-21,20:20-20:30,31.588333333333367
q3,2025-09-23,00:40-00:50,14.12371666666661
q3,2025-09-23,02:10-02:20,17.36376666666672
q3,2025-09-23,04:50-05:00,14.939999999999827
q3,2025-09-23,05:00-05:10,35.442108333333415
q3,2025-09-23,05:50-06:00,7.208355606012333
q3,2025-09-23,06:00-06:10,25.399916666666677
q3,2025-09-23,06:10-06:20,34.41623333333322
q3,2025-09-23,06:20-06:30,30.948716666666698
q3,2025-09-23,06:30-06:40,6.631933333333279
q3,2025-09-23,06:40-06:50,0.6770333333333838
q3,2025-09-23,06:50-07:00,11.079099999999784
q3,2025-09-23,07:00-07:10,15.352044444444573
q3,2025-09-23,07:40-07:50,22.529772222222277
q3,2025-09-23,07:50-08:00,42.9091833333332
q3,2025-09-23,08:20-08:30,40.610900000000015
q3,2025-09-23,08:30-08:40,52.311494444444634
q3,2025-09-23,08:40-08:50,18.43170555555571
q3,2025-09-23,09:20-09:30,6.703175000000101
q3,2025-09-23,09:30-09:40,34.0806666666665
q3,2025-09-23,09:40-09:50,13.978433333333214
q3,2025-09-23,10:00-10:10,3.388966666666647
q3,2025-09-23,14:20-14:30,26.143733333333444
q3,2025-09-23,14:30-14:40,25.111666666666565
q3,2025-09-23,14:40-14:50,28.398733333333098
q3,2025-09-23,14:50-15:00,1.2470166666668092
q3,2025-09-23,15:50-16:00,47.46414999999979
q3,2025-09-23,16:00-16:10,20.520494444444353
q3,2025-09-23,16:20-16:30,18.08396666666664
q3,2025-09-23,16:30-16:40,2.1595888888887202
q3,2025-09-23,17:30-17:40,4.699444444444467
q3,2025-09-23,18:10-18:20,17.759550000000164
q3,2025-09-23,18:50-19:00,10.293333333333408
q3,2025-09-23,19:20-19:30,0.7850000000000819
q3,2025-09-23,19:50-20:00,8.79833333333329
q3,2025-09-23,20:00-20:10,44.39444999999989
q3,2025-09-23,20:20-20:30,31.00499999999988
q3,2025-09-23,20:50-21:00,58.15833333333353
q3,2025-09-23,21:00-21:10,15.207166666666808
q3,2025-09-23,21:20-21:30,29.019999999999982
q3,2025-12-21,03:00-03:10,7.535766666666632
q3,2025-12-21,03:30-03:40,18.368900000000053
q3,2025-12-21,03:40-03:50,48.928999999999974
q3,2025-12-21,07:50-08:00,60.90230000000008
q3,2025-12-21,08:00-08:10,12.060591666666483
q3,2025-12-21,08:20-08:30,21.448508333333507
q3,2025-12-21,08:50-09:00,16.13138333333336
q3,2025-12-21,09:00-09:10,0.7097694444446461
q3,2025-12-21,09:40-09:50,0.8408555555554358
q3,2025-12-21,09:50-10:00,27.039266666666435
q3,2025-12-21,10:30-10:40,64.71220555555533
q3,2025-12-21,10:40-10:50,37.05581944444475
q3,2025-12-21,18:20-18:30,4.813333333333389
q3,2025-12-21,18:30-18:40,17.97911666666664
q3,2025-12-21,18:50-19:00,26.51833333333343
q3,2025-12-21,19:20-19:30,1.0733333333333803
q3,2025-12-21,19:40-19:50,16.32714999999996
q3,2025-12-21,19:50-20:00,35.19666666666649
q3,2025-12-21,20:30-20:40,13.554899999999975
q4_2,2025-03-20,00:20-00:30,1.9400000000000546
q4_2,2025-03-20,01:00-01:10,29.81305000000009
q4_2,2025-03-20,01:10-01:20,45.993033333333415
q4_2,2025-03-20,01:20-01:30,43.6733333333334
q4_2,2025-03-20,01:30-01:40,6.81158333333326
q4_2,2025-03-20,03:10-03:20,29.492166666666662
q4_2,2025-03-20,03:20-03:30,16.231666666666683
q4_2,2025-03-20,03:30-03:40,5.3517333333333
q4_2,2025-03-20,03:40-03:50,17.534383333333267
q4_2,2025-03-20,03:50-04:00,12.783333333333417
q4_2,2025-03-20,05:10-05:20,1.1530333333332692
q4_2,2025-03-20,08:10-08:20,51.99341904761911
q4_2,2025-03-20,08:20-08:30,38.204464285714266
q4_2,2025-03-20,15:10-15:20,1.1840452380952229
q4_2,2025-03-20,15:20-15:30,11.794345238095161
q4_2,2025-03-20,15:30-15:40,8.784528571428496
q4_2,2025-03-20,15:40-15:50,34.343773809523896
q4_2,2025-03-20,15:50-16:00,76.02720238095242
q4_2,2025-03-20,16:00-16:10,67.23435714285705
q4_2,2025-03-20,16:10-16:20,28.27166190476214
q4_2,2025-03-20,16:20-16:30,6.229404761904846
q4_2,2025-03-20,16:30-16:40,8.492769047619163
q4_2,2025-03-20,16:40-16:50,13.255854761904743
q4_2,2025-03-20,18:00-18:10,0.597066666666592
q4_2,2025-03-20,18:40-18:50,21.92321666666669
q4_2,2025-03-20,18:50-19:00,48.386666666666656
q4_2,2025-03-20,20:20-20:30,3.3333333333333712
q4_2,2025-03-20,21:10-21:20,10.986899999999878
q4_2,2025-03-20,21:20-21:30,8.46333333333348
q4_2,2025-03-20,21:30-21:40,14.517866666666691
q4_2,2025-06-21,00:20-00:30,44.34000000000003
q4_2,2025-06-21,01:10-01:20,1.2563499999999976
q4_2,2025-06-21,01:20-01:30,50.70333333333326
q4_2,2025-06-21,01:30-01:40,12.23813333333328
q4_2,2025-06-21,01:50-02:00,1.2433333333333394
q4_2,2025-06-21,02:00-02:10,15.087900000000104
q4_2,2025-06-21,03:00-03:10,25.446588095238162
q4_2,2025-06-21,03:10-03:20,20.74154999999996
q4_2,2025-06-21,03:20-03:30,26.021666666666647
q4_2,2025-06-21,04:00-04:10,0.6055023809524742
q4_2,2025-06-21,05:00-05:10,1.365433333333268
q4_2,2025-06-21,18:50-19:00,28.851249999999983
q4_2,2025-06-21,19:00-19:10,32.99429999999995
q4_2,2025-06-21,19:40-19:50,3.2174166666666393
q4_2,2025-06-21,20:20-20:30,31.588333333333367
q4_2,2025-09-23,00:40-00:50,14.12371666666661
q4_2,2025-09-23,02:10-02:20,17.36376666666672
q4_2,2025-09-23,04:50-05:00,14.939999999999827
q4_2,2025-09-23,05:00-05:10,35.242445238095236
q4_2,2025-09-23,05:50-06:00,12.121726190476124
q4_2,2025-09-23,06:00-06:10,22.61567380952379
q4_2,2025-09-23,06:10-06:20,34.954185714285664
q4_2,2025-09-23,06:20-06:30,35.80898809523812
q4_2,2025-09-23,06:30-06:40,20.56081190476192
q4_2,2025-09-23,07:00-07:10,5.182364285714243
q4_2,2025-09-23,09:30-09:40,34.0806666666665
q4_2,2025-09-23,09:40-09:50,13.978433333333214
q4_2,2025-09-23,10:00-10:10,3.388966666666647
q4_2,2025-09-23,14:20-14:30,63.75833333333344
q4_2,2025-09-23,14:30-14:40,110.36301142857076
q4_2,2025-09-23,14:40-14:50,94.41987260228348
q4_2,2025-09-23,15:00-15:10,61.11725476190452
q4_2,2025-09-23,15:50-16:00,40.17357142857145
q4_2,2025-09-23,16:00-16:10,14.127488095237823
q4_2,2025-09-23,16:20-16:30,14.535297619047412
q4_2,2025-09-23,16:30-16:40,4.576373809523943
q4_2,2025-09-23,18:00-18:10,0.15498333333312075
q4_2,2025-09-23,18:10-18:20,46.87793333333349
q4_2,2025-09-23,18:50-19:00,10.293333333333408
q4_2,2025-09-23,20:00-20:10,44.39444999999989
q4_2,2025-09-23,20:10-20:20,60.2269500000001
q4_2,2025-09-23,20:20-20:30,1.2855166666662399
q4_2,2025-09-23,20:50-21:00,58.15833333333353
q4_2,2025-09-23,21:00-21:10,15.207166666666808
q4_2,2025-09-23,21:20-21:30,29.019999999999982
q4_2,2025-12-21,03:00-03:10,7.535766666666632
q4_2,2025-12-21,03:30-03:40,18.368900000000053
q4_2,2025-12-21,03:40-03:50,48.928999999999974
q4_2,2025-12-21,10:30-10:40,13.495776190475908
q4_2,2025-12-21,10:40-10:50,29.792919047619307
q4_2,2025-12-21,18:20-18:30,4.813333333333389
q4_2,2025-12-21,18:30-18:40,17.97911666666664
q4_2,2025-12-21,18:50-19:00,26.51833333333343
q4_2,2025-12-21,19:20-19:30,1.0733333333333803
q4_2,2025-12-21,19:40-19:50,16.32714999999996
q4_2,2025-12-21,19:50-20:00,35.19666666666649
q4_2,2025-12-21,20:30-20:40,13.554899999999975
q4_3,2025-03-20,00:20-00:30,1.9400000000000546
q4_3,2025-03-20,01:00-01:10,29.81305000000009
q4_3,2025-03-20,01:10-01:20,45.993033333333415
q4_3,2025-03-20,01:20-01:30,43.6733333333334
q4_3,2025-03-20,01:30-01:40,6.81158333333326
q4_3,2025-03-20,03:10-03:20,29.492166666666662
q4_3,2025-03-20,03:20-03:30,16.231666666666683
q4_3,2025-03-20,03:30-03:40,5.3517333333333
q4_3,2025-03-20,03:40-03:50,17.534383333333267
q4_3,2025-03-20,03:50-04:00,12.783333333333417
q4_3,2025-03-20,05:10-05:20,1.1530333333332692
q4_3,2025-03-20,06:00-06:10,18.63249722222221
q4_3,2025-03-20,06:10-06:20,3.105577777777796
q4_3,2025-03-20,06:30-06:40,14.14285555555557
q4_3,2025-03-20,06:40-06:50,33.28911944444445
q4_3,2025-03-20,06:50-07:00,21.50676666666675
q4_3,2025-03-20,08:00-08:10,38.688436111110946
q4_3,2025-03-20,08:10-08:20,98.89972222222218
q4_3,2025-03-20,08:20-08:30,83.36245833333362
q4_3,2025-03-20,08:30-08:40,52.68424444444429
q4_3,2025-03-20,08:40-08:50,43.96221388888921
q4_3,2025-03-20,08:50-09:00,62.49705000000017
q4_3,2025-03-20,09:00-09:10,68.25292777777781
q4_3,2025-03-20,09:10-09:20,38.63813888888899
q4_3,2025-03-20,09:30-09:40,1.351894444444497
q4_3,2025-03-20,09:40-09:50,39.49612222222186
q4_3,2025-03-20,09:50-10:00,45.20708333333323
q4_3,2025-03-20,14:10-14:20,18.553900000000112
q4_3,2025-03-20,14:20-14:30,29.018641666666554
q4_3,2025-03-20,15:50-16:00,52.15281666666681
q4_3,2025-03-20,16:00-16:10,25.614144444444435
q4_3,2025-03-20,17:20-17:30,10.542416666666767
q4_3,2025-03-20,18:00-18:10,0.597066666666592
q4_3,2025-03-20,18:40-18:50,21.92321666666669
q4_3,2025-03-20,18:50-19:00,48.386666666666656
q4_3,2025-03-20,20:20-20:30,3.3333333333333712
q4_3,2025-03-20,21:10-21:20,10.986899999999878
q4_3,2025-03-20,21:20-21:30,8.46333333333348
q4_3,2025-03-20,21:30-21:40,14.517866666666691
q4_3,2025-06-21,00:20-00:30,44.34000000000003
q4_3,2025-06-21,01:10-01:20,1.2563499999999976
q4_3,2025-06-21,01:20-01:30,50.70333333333326
q4_3,2025-06-21,01:30-01:40,12.23813333333328
q4_3,2025-06-21,01:40-01:50,11.266149999999982
q4_3,2025-06-21,01:50-02:00,1.2433333333333394
q4_3,2025-06-21,02:00-02:10,15.087900000000104
q4_3,2025-06-21,03:00-03:10,25.44635000000006
q4_3,2025-06-21,03:10-03:20,20.74154999999996
q4_3,2025-06-21,03:20-03:30,26.021666666666647
q4_3,2025-06-21,04:00-04:10,0.7441861111111494
q4_3,2025-06-21,05:00-05:10,3.58221944444443
q4_3,2025-06-21,06:10-06:20,0.9079944444442845
q4_3,2025-06-21,06:20-06:30,7.7250583333333225
q4_3,2025-06-21,06:50-07:00,11.196166666666443
q4_3,2025-06-21,18:50-19:00,28.851249999999983
q4_3,2025-06-21,19:00-19:10,32.99429999999995
q4_3,2025-06-21,19:40-19:50,3.2174166666666393
q4_3,2025-06-21,20:20-20:30,31.588333333333367
q4_3,2025-09-23,00:40-00:50,14.12371666666661
q4_3,2025-09-23,02:10-02:20,17.36376666666672
q4_3,2025-09-23,04:50-05:00,14.939999999999827
q4_3,2025-09-23,05:00-05:10,35.442108333333415
q4_3,2025-09-23,05:50-06:00,7.208355607295061
q4_3,2025-09-23,06:00-06:10,25.399916666666677
q4_3,2025-09-23,06:10-06:20,34.41623333333322
q4_3,2025-09-23,06:20-06:30,30.948716666666698
q4_3,2025-09-23,06:30-06:40,6.631933333333279
q4_3,2025-09-23,06:40-06:50,0.6770333333333838
q4_3,2025-09-23,06:50-07:00,11.079099999999784
q4_3,2025-09-23,07:00-07:10,15.352044444444573
q4_3,2025-09-23,07:40-07:50,22.529772222222277
q4_3,2025-09-23,07:50-08:00,42.9091833333332
q4_3,2025-09-23,08:20-08:30,40.610900000000015
q4_3,2025-09-23,08:30-08:40,52.311494444444634
q4_3,2025-09-23,08:40-08:50,18.43170555555571
q4_3,2025-09-23,09:20-09:30,6.703175000000101
q4_3,2025-09-23,09:30-09:40,34.0806666666665
q4_3,2025-09-23,09:40-09:50,13.978433333333214
q4_3,2025-09-23,10:00-10:10,3.388966666666647
q4_3,2025-09-23,14:20-14:30,26.143733333333444
q4_3,2025-09-23,14:30-14:40,25.111666666666565
q4_3,2025-09-23,14:40-14:50,28.398733333333098
q4_3,2025-09-23,15:50-16:00,47.46414999999979
q4_3,2025-09-23,16:00-16:10,20.520494444444353
q4_3,2025-09-23,16:20-16:30,18.08396666666664
q4_3,2025-09-23,16:30-16:40,2.1595888888887202
q4_3,2025-09-23,17:30-17:40,4.699444444444467
q4_3,2025-09-23,18:00-18:10,0.15498333333312075
q4_3,2025-09-23,18:10-18:20,46.87793333333349
q4_3,2025-09-23,18:50-19:00,10.293333333333408
q4_3,2025-09-23,20:00-20:10,44.39444999999989
q4_3,2025-09-23,20:10-20:20,60.2269500000001
q4_3,2025-09-23,20:20-20:30,1.2855166666662399
q4_3,2025-09-23,20:50-21:00,58.15833333333353
q4_3,2025-09-23,21:00-21:10,15.207166666666808
q4_3,2025-09-23,21:20-21:30,29.019999999999982
q4_3,2025-12-21,03:00-03:10,7.535766666666632
q4_3,2025-12-21,03:30-03:40,18.368900000000053
q4_3,2025-12-21,03:40-03:50,48.928999999999974
q4_3,2025-12-21,07:50-08:00,60.90230000000008
q4_3,2025-12-21,08:00-08:10,12.060591666666483
q4_3,2025-12-21,08:20-08:30,21.448508333333507
q4_3,2025-12-21,08:50-09:00,16.13138333333336
q4_3,2025-12-21,09:00-09:10,0.7097694444446461
q4_3,2025-12-21,09:40-09:50,43.72508055555545
q4_3,2025-12-21,09:50-10:00,27.039266666666435
q4_3,2025-12-21,10:20-10:30,2.3787000000000944
q4_3,2025-12-21,10:30-10:40,64.71220555555533
q4_3,2025-12-21,10:40-10:50,37.05581944444475
q4_3,2025-12-21,18:20-18:30,4.813333333333389
q4_3,2025-12-21,18:30-18:40,17.97911666666664
q4_3,2025-12-21,18:50-19:00,26.51833333333343
q4_3,2025-12-21,19:20-19:30,1.0733333333333803
q4_3,2025-12-21,19:40-19:50,16.32714999999996
q4_3,2025-12-21,19:50-20:00,35.19666666666649
q4_3,2025-12-21,20:30-20:40,13.554899999999975
