variant,date,period,charge_kwh,discharge_kwh,soc_0_kwh,soc_24_kwh
q4_2,2025-12-21,8:00-12:00,5627.491664285713,7806.666666666667,10741.956060416764,10799.999894835848
q4_2,2025-12-21,12:00-16:00,8538.746801740752,2834.653157481439,10741.956060416764,10799.999894835848
q4_2,2025-12-21,16:00-20:00,0.0,5571.590916666666,10741.956060416764,10799.999894835848
q4_2,2025-12-21,20:00-24:00,10666.665910457607,3068.408565451735,10741.956060416764,10799.999894835848
q4_3,2025-03-20,0:00-4:00,5.514386834369765e-05,0.0,10799.999894860726,10799.999894789122
q4_3,2025-03-20,4:00-8:00,36.23299860999901,6014.239751936389,10799.999894860726,10799.999894789122
q4_3,2025-03-20,8:00-12:00,4585.706091640164,2209.4211416666662,10799.999894860726,10799.999894789122
q4_3,2025-03-20,12:00-16:00,5775.999738888888,243.98908955729348,10799.999894860726,10799.999894789122
q4_3,2025-03-20,16:00-20:00,55.94999551867292,7050.30222293036,10799.999894860726,10799.999894789122
q4_3,2025-03-20,20:00-24:00,10666.665611701352,1589.6969320911248,10799.999894860726,10799.999894789122
q4_3,2025-06-21,0:00-4:00,295.67389242111216,6422.1167774210435,10799.999894571118,10799.999894593213
q4_3,2025-06-21,4:00-8:00,921.3633693006598,1767.7443840282292,10799.999894571118,10799.999894593213
q4_3,2025-06-21,8:00-12:00,8750.488359879559,0.0,10799.999894571118,10799.999894593213
q4_3,2025-06-21,12:00-16:00,164.35404403108504,16.961272826988168,10799.999894571118,10799.999894593213
q4_3,2025-06-21,16:00-20:00,1.571097123212692,5618.494369225356,10799.999894571118,10799.999894593213
q4_3,2025-06-21,20:00-24:00,10666.665879081656,3022.7776763666975,10799.999894571118,10799.999894593213
q4_3,2025-09-23,0:00-4:00,0.0,0.0,10707.6091217085,10787.71699483406
q4_3,2025-09-23,4:00-8:00,149.51019871565222,6313.7316933492075,10707.6091217085,10787.71699483406
q4_3,2025-09-23,8:00-12:00,6007.19877349516,1820.8485833333325,10707.6091217085,10787.71699483406
q4_3,2025-09-23,12:00-16:00,4388.602731493994,323.97078333333343,10707.6091217085,10787.71699483406
q4_3,2025-09-23,16:00-20:00,0.0003452388227742631,6221.795750798417,10707.6091217085,10787.71699483406
q4_3,2025-09-23,20:00-24:00,10653.017878242928,2418.2033443938203,10707.6091217085,10787.71699483406
q4_3,2025-12-21,0:00-4:00,75.96716937110412,0.0,10731.629490809815,10799.999778974316
q4_3,2025-12-21,4:00-8:00,8.223801158411435,795.3207969028513,10731.629490809815,10799.999778974316
q4_3,2025-12-21,8:00-12:00,5463.063305840824,7044.7829388888895,10731.629490809815,10799.999778974316
q4_3,2025-12-21,12:00-16:00,8092.172151480662,3153.738318996405,10731.629490809815,10799.999778974316
q4_3,2025-12-21,16:00-20:00,9.938722771338588,5554.642242278115,10731.629490809815,10799.999778974316
q4_3,2025-12-21,20:00-24:00,10666.665759797947,3085.9674810261204,10731.629490809815,10799.999778974316
